world,hour_utc,rel,bias_factor
Blumera,7,0.560494160991026,1.7841399065279662
Blumera,8,0.3716497758849587,2.690705241564688
Blumera,9,0.4401860708793159,2.2717665690838413
Blumera,10,0.4472630173564753,2.235820895522388
Blumera,11,0.5211463385780196,1.9188468304863515
Blumera,12,0.6592883338121716,1.5167870394698897
Blumera,13,0.7733687110239814,1.2930442953606782
Blumera,14,0.8979229690219872,1.1136812783497392
Blumera,15,0.9817140153115547,1.0186265902322298
Blumera,16,1.1136282976458063,0.8979656875763531
Blumera,17,1.1722254144766864,0.8530782455748304
Blumera,18,1.2217640398168021,0.8184886503534229
Blumera,19,1.2744165216068681,0.7846728153987946
Blumera,20,1.2432779571073669,0.8043253676970339
Blumera,21,1.3293336262696254,0.7522566045411783
Blumera,22,1.3694677760689828,0.7302106829198061
Blumera,23,1.413973906136452,0.7072266296146893
Bona,0,0.4834934121630549,2.068280507745071
Bona,1,0.3576405343555829,2.7961036402147674
Bona,2,0.33255848367882995,3.0069898952442755
Bona,3,0.31131251134087456,3.2122062672419887
Bona,4,0.35601757813532237,2.8088500720599243
Bona,5,0.46785401585872666,2.1374188659352242
Bona,6,0.6364939212912477,1.571106913277839
Bona,7,0.7487729834383593,1.3355182707153888
Bona,8,0.7628877845054732,1.3108087720243549
Bona,9,1.041642810458092,0.9600219863853539
Bona,10,1.066724861134845,0.9374488553085196
Bona,11,1.0215771699166898,0.9788785707510971
Bona,12,1.0468067620680117,0.9552861485384916
Bona,13,1.0926921606590128,0.9151708376830403
Bona,14,1.1930203633660244,0.8382086598912438
Bona,15,1.4116768286774823,0.7083774272450456
Bona,16,1.4875131466060176,0.6722629660663159
Bona,17,1.6318087087346314,0.6128169280181373
Bona,18,1.795284662557233,0.5570147291157624
Bona,19,1.8661045703504175,0.5358756502119384
Bona,20,1.7377434874752704,0.5754589254440988
Bona,21,1.4205293171516302,0.7039629439011839
Bona,22,1.0203968381201367,0.9800108767901383
Bona,23,0.7017072530508053,1.4250957157023965
Bravoria,0,0.5183285890705537,1.929278108686153
Bravoria,1,0.46162392062061636,2.1662655580230337
Bravoria,2,0.41290582519179697,2.421859753457086
Bravoria,3,0.33543606688695304,2.981194029850746
Bravoria,4,0.35061055562707716,2.852167408968823
Bravoria,5,0.4568319768079456,2.1889886233169813
Bravoria,6,0.5989929765838448,1.6694686567164179
Bravoria,7,0.752335178589309,1.3291947903793135
Bravoria,8,0.7040016218615065,1.4204512730465317
Bravoria,9,1.0190867174946479,0.9812707621765778
Bravoria,10,1.049435694974896,0.9528930689020649
Bravoria,11,1.0158920882862008,0.9843565192903406
Bravoria,12,0.9615833917425988,1.0399514057618882
Bravoria,13,1.053428981485455,0.9492808889592975
Bravoria,14,1.1348920263008577,0.8811410925667231
Bravoria,15,1.2259389587416023,0.815701298069911
Bravoria,16,1.4559522617497986,0.6868357062738966
Bravoria,17,1.5310260481483071,0.6531567514539977
Bravoria,18,1.785797727521969,0.559973833871786
Bravoria,19,1.8568782274099187,0.5385382763601347
Bravoria,20,1.8608715139204777,0.5373826148228813
Bravoria,21,1.5845360873897971,0.631099542609533
Bravoria,22,1.1189484601587,0.8936962117613266
Bravoria,23,0.7483418920787501,1.3362876120995872
Calmera,0,1.6158813942740387,0.6188573019923077
Calmera,1,1.5360244216876262,0.6510313155706877
Calmera,2,1.4288694023497361,0.6998540232966902
Calmera,3,1.252043248765537,0.7986944548328971
Calmera,4,1.0501599328646836,0.9522359106504334
Calmera,5,0.8702780277784534,1.149058080384594
Calmera,6,0.6946741747950671,1.439523788681227
Calmera,7,0.5255892583493469,1.902626402869374
Calmera,8,0.2750629055754205,3.635532017332691
Calmera,9,0.34183673469387754,2.925373134328358
Calmera,10,0.39908114616525997,2.5057560589091294
Calmera,11,0.5255892583493469,1.902626402869374
Calmera,12,0.6732839142808494,1.4852575247815385
Calmera,13,0.8497026343314441,1.1768823110532212
Calmera,14,0.9735624285471042,1.0271554968409677
Calmera,15,1.0976259395295662,0.9110571862292104
Calmera,16,1.1059783269684513,0.9041768501386968
Calmera,17,1.1397953102575953,0.8773505128512932
Calmera,18,1.1683156576098856,0.855933063540189
Calmera,19,1.2438945780934545,0.8039266490997354
Calmera,20,1.2398202427574128,0.8065685375292451
Calmera,21,1.2640625380068595,0.7911000998232046
Calmera,22,1.30580938507041,0.7658085563124356
Calmera,23,1.4080902921359246,0.7101817302377004
Cantabra,0,1.829613277736898,0.5465635892394316
Cantabra,1,1.7306200871322284,0.5778275702653363
Cantabra,2,1.3596890804396324,0.7354622570600235
Cantabra,3,0.9386745622948712,1.0653319480131649
Cantabra,4,0.6236962285527408,1.603344631921946
Cantabra,5,0.39245126551969817,2.54808708203747
Cantabra,6,0.2868063585502879,3.486673046771599
Cantabra,7,0.22263685950220166,4.491619232484327
Cantabra,8,0.2609095891738358,3.8327452937489843
Cantabra,9,0.5282245348470515,1.8931343283582087
Cantabra,10,0.7172115350923297,1.394288785206537
Cantabra,11,0.872939953513905,1.1455541655237929
Cantabra,12,1.0044091710758376,0.9956101843722565
Cantabra,13,1.089316374084586,0.9180069480185281
Cantabra,14,1.140573717836411,0.876751747267095
Cantabra,15,1.119836013875749,0.8929878907350042
Cantabra,16,1.0490147984629221,0.9532753984645961
Cantabra,17,1.0814908254201854,0.9246495453269109
Cantabra,18,1.0670135603910438,0.9371952120585193
Cantabra,19,1.077186773654765,0.92834411307068
Cantabra,20,1.0646658957917237,0.939261794665043
Cantabra,21,1.2376105212749804,0.8080086447308196
Cantabra,22,1.5565306128628833,0.6424544379250774
Cantabra,23,1.7423584101288296,0.5739347278876222
Celebra,0,1.755598724208285,0.5696062466956768
Celebra,1,1.6629873037704854,0.6013275012579491
Celebra,2,1.4006520611667188,0.7139531848951962
Celebra,3,0.9961468074363304,1.0038680970865992
Celebra,4,0.6484712889745916,1.542088319100866
Celebra,5,0.43091098930976107,2.3206648816309214
Celebra,6,0.28223521724329376,3.5431439413103973
Celebra,7,0.2110545387249851,4.738111798216533
Celebra,8,0.16112742998728252,6.206267921476362
Celebra,9,0.29716019822293915,3.365188225005045
Celebra,10,0.44487924073942914,2.2478009950248756
Celebra,11,0.6779385591138914,1.4750599247623017
Celebra,12,0.9088930724784037,1.1002394344069126
Celebra,13,1.0460880899451437,0.9559424388938789
Celebra,14,1.1228177998533204,0.8906164474152755
Celebra,15,1.1067447434137025,0.9035507111744182
Celebra,16,1.0939245674440072,0.9141398134393625
Celebra,17,1.1578341013824887,0.8636815920398009
Celebra,18,1.1721850446321476,0.8531076254379425
Celebra,19,1.211602302091211,0.8253533344019007
Celebra,20,1.25963012550007,0.7938838391968457
Celebra,21,1.6002258452919769,0.6249117916337242
Celebra,22,1.6648511546715523,0.6006542970487254
Celebra,23,1.6798257438500854,0.595299842058644
Celesta,0,0.43197767776578777,2.3149344317328033
Celesta,1,0.3241760366525119,3.084743740858032
Celesta,2,0.2962617347333375,3.3753937237290903
Celesta,3,0.29641595739587434,3.3736375355273585
Celesta,4,0.33342939640472447,2.999135681444765
Celesta,5,0.43336568172861967,2.3075200509905986
Celesta,6,0.6105675209834894,1.6378204959039107
Celesta,7,0.7276225218489777,1.3743389875548078
Celesta,8,0.7740835269258276,1.291850252867892
Celesta,9,1.108244052989986,0.9023283249768415
Celesta,10,1.1356956869215498,0.8805175642699054
Celesta,11,1.0965231306371837,0.9119734660033167
Celesta,12,1.0584301329905752,0.944795474760831
Celesta,13,1.1016124785009005,0.9077602328550444
Celesta,14,1.1805744817197805,0.8470452440605595
Celesta,15,1.3179868740401364,0.7587328976461014
Celesta,16,1.4626477314997255,0.68369162202484
Celesta,17,1.6976830692059237,0.5890380944116625
Celesta,18,1.9738958578094672,0.5066123402831145
Celesta,19,1.9253157191103514,0.5193953334895532
Celesta,20,1.71464756208498,0.5832102305525798
Celesta,21,1.3767457084666859,0.7263505481442347
Celesta,22,0.974321662403335,1.0263550925608336
Celesta,23,0.6387902682277377,1.565459039904293
Citra,0,0.6534639749599389,1.5303062423009712
Citra,1,0.5223949051263236,1.914260629624984
Citra,2,0.3838003384601561,2.605521412545117
Citra,3,0.3399016069369356,2.942027868039874
Citra,4,0.37439346741946594,2.670986774669367
Citra,5,0.48602167043565514,2.0575214251324025
Citra,6,0.6446842286552948,1.5511469887914513
Citra,7,0.6628708460006291,1.5085895028170404
Citra,8,0.6705124770435601,1.4913965574648578
Citra,9,0.8892628757132375,1.1245268719870323
Citra,10,0.945076977221332,1.0581148669393576
Citra,11,0.9883485840085064,1.0117887718766574
Citra,12,1.0610950533898431,0.942422638580149
Citra,13,1.0573323049735672,0.9457764557992953
Citra,14,1.1783673790304463,0.8486317746022417
Citra,15,1.3426740598745002,0.7447823934972498
Citra,16,1.409776406631423,0.7093323418494715
Citra,17,1.5609134680185104,0.6406505040086831
Citra,18,1.7446610156799902,0.5731772481946844
Citra,19,1.801729366660177,0.5550223127315044
Citra,20,1.782915624578797,0.5608790378042954
Citra,21,1.4919297470534496,0.6702728476156419
Citra,22,1.1277096364631747,0.8867530857821617
Citra,23,0.8729576325760412,1.1455309658603534
Collabra,0,1.6649117725093212,0.6006324278029582
Collabra,1,1.6101661242836762,0.6210539303482587
Collabra,2,1.35103672268229,0.7401723307821294
Collabra,3,0.9504273909605113,1.0521582285095867
Collabra,4,0.614654081843222,1.6269313578805242
Collabra,5,0.3937392895915016,2.539751623561582
Collabra,6,0.298417455033908,3.351010415548159
Collabra,7,0.23808989757741292,4.200094208847557
Collabra,8,0.1899121368513152,5.265592903011321
Collabra,9,0.37634949544923796,2.657104664924096
Collabra,10,0.5798744935586946,1.7245110987086045
Collabra,11,0.7829701140350089,1.2771879565703155
Collabra,12,0.9785516259313329,1.0219184900421105
Collabra,13,1.1271162869985734,0.8872199004975125
Collabra,14,1.1722009384785164,0.853096058170685
Collabra,15,1.1464382804899775,0.8722667561071049
Collabra,16,1.1159524685368731,0.8960955131996808
Collabra,17,1.1406416824425563,0.8766995064204669
Collabra,18,1.1767094036265107,0.8498274908980005
Collabra,19,1.1945285754019166,0.8371503374572143
Collabra,20,1.2241556320887363,0.8168895962139495
Collabra,21,1.3411610371200169,0.7456226152732416
Collabra,22,1.4887953799821156,0.6716839758140656
Collabra,23,1.83172498298511,0.54593348307688
Descubra,0,1.8009604816094884,0.5552592687132794
Descubra,1,1.8818120745065425,0.5314026908145036
Descubra,2,1.4448284652772263,0.6921236839060512
Descubra,3,0.9899945043693398,1.01010661734636
Descubra,4,0.6273873604674003,1.5939116134807134
Descubra,5,0.40390795758961223,2.475811583331178
Descubra,6,0.27475541309172063,3.6396007225021387
Descubra,7,0.21910431668206,4.5640360497830335
Descubra,8,0.17731090069679425,5.63981117951695
Descubra,9,0.3409067163711285,2.9333537650556254
Descubra,10,0.4838845332475207,2.066608728509352
Descubra,11,0.706313915438334,1.415801073916838
Descubra,12,0.9033677976939247,1.1069688365610924
Descubra,13,1.058070845574868,0.945116297441012
Descubra,14,1.1207220798976933,0.8922818760662646
Descubra,15,1.0619209214271088,0.9416897057231968
Descubra,16,1.0076698526000811,0.9923885262814098
Descubra,17,1.0914965041102302,0.9161733420439888
Descubra,18,1.1775982004421581,0.849186080298463
Descubra,19,1.229574224447407,0.8132896576043778
Descubra,20,1.2388494071823504,0.8072006122797512
Descubra,21,1.3671269344410963,0.7314609746964105
Descubra,22,1.696340827853568,0.5895041748569658
Descubra,23,1.6915833267162874,0.5911621285255906
Dia,0,0.3944109149838817,2.535426789699435
Dia,1,0.25847926347830213,3.868782302081824
Dia,2,0.20494310534687382,4.879402985074628
Dia,3,0.22020927543903893,4.541134781930802
Dia,4,0.25095074124107,3.9848457711442795
Dia,5,0.35279491706140426,2.834507958134638
Dia,6,0.5518825051126531,1.8119798883566254
Dia,7,0.7225290091565808,1.3840274747823833
Dia,8,0.8258448096940695,1.2108812554872694
Dia,9,1.0872440864269357,0.9197566696236075
Dia,10,1.129069209967114,0.8856852982724829
Dia,11,1.1002098747243911,0.9089174919926125
Dia,12,1.1102479043740339,0.9006997410761226
Dia,13,1.1688030773302835,0.8555761183347889
Dia,14,1.245133927791109,0.8031264570663645
Dia,15,1.398004754330461,0.7153051496444479
Dia,16,1.5487843246928037,0.6456676917868127
Dia,17,1.6757235746372452,0.5967571353267358
Dia,18,1.953024143708627,0.5120264402369777
Dia,19,1.9634804245936721,0.5092997044811092
Dia,20,1.7945069254913515,0.557256138605423
Dia,21,1.4339743605750142,0.6973625383364642
Dia,22,0.9804738405007584,1.019915023423031
Dia,23,0.6223578382778536,1.6067926496549512
Dracobra,0,1.714882366950256,0.583130376329193
Dracobra,1,1.4903902184432811,0.6709652194607827
Dracobra,2,1.326158722276553,0.754057552238806
Dracobra,3,1.0312210224422476,0.9697242184141024
Dracobra,4,0.7218547157095733,1.3853203120201463
Dracobra,5,0.5274928933727216,1.8957601373662663
Dracobra,6,0.3764168917309768,2.6566289185414527
Dracobra,7,0.2830553176827075,3.5328783369509273
Dracobra,8,0.17911590872964264,5.582977006857604
Dracobra,9,0.34246722844069705,2.9199874234774086
Dracobra,10,0.5075474661896824,1.9702590725303248
Dracobra,11,0.6755982994765671,1.480169504237606
Dracobra,12,0.9073047514327265,1.1021655054940451
Dracobra,13,1.1139733267123044,0.8976875621890548
Dracobra,14,1.157259147407411,0.8641106896759329
Dracobra,15,1.143679282091299,0.8743710021321963
Dracobra,16,1.0562588991188289,0.9467375856754796
Dracobra,17,1.174233979052551,0.8516190280976758
Dracobra,18,1.31003263221367,0.763339763766203
Dracobra,19,1.3537428236999052,0.7386927431806485
Dracobra,20,1.3316755425612232,0.7509336681791807
Dracobra,21,1.3418604415483073,0.7452339818931906
Dracobra,22,1.3875981823699344,0.7206697246403566
Dracobra,23,1.5307054436004885,0.6532935544070608
Eclipta,0,0.3136583011583011,3.1881827973534396
Eclipta,1,0.2748552123552123,3.638279192273925
Eclipta,2,0.24575289575289574,4.069128043990574
Eclipta,3,0.3039575289575289,3.2899333121625918
Eclipta,4,0.497972972972973,2.0081411126187243
Eclipta,5,0.5060569498069498,1.9760621811072432
Eclipta,6,0.7469594594594594,1.3387607417458165
Eclipta,7,0.8294160231660231,1.2056675685897995
Eclipta,8,0.8483983983983984,1.178691522624034
Eclipta,9,1.2643339768339767,0.7909302591899836
Eclipta,10,1.2336148648648648,0.8106257702314118
Eclipta,11,1.1786438223938223,0.8484327334520813
Eclipta,12,1.0298986486486486,0.9709693291782845
Eclipta,13,1.0557673745173743,0.9471783502091382
Eclipta,14,1.1592422779922777,0.8626324444721999
Eclipta,15,1.2772683397683395,0.7829208388437561
Eclipta,16,1.2918194980694981,0.7741019558029626
Eclipta,17,1.4971525096525096,0.667934624931498
Eclipta,18,1.6830839768339767,0.5941474185269617
Eclipta,19,1.9627895752895752,0.5094789643217192
Eclipta,20,1.776858108108108,0.5627911398421903
Eclipta,21,1.52140444015444,0.6572874204958207
Eclipta,22,0.9339089089089088,1.0707682413783866
Eclipta,23,0.5594111969111969,1.7875938227935468
Epoca,0,0.6547992271075396,1.5271856755502355
Epoca,1,0.5208386650969954,1.9199803451876423
Epoca,2,0.39116484107078875,2.556466980167655
Epoca,3,0.3600859906843425,2.7771144278606967
Epoca,4,0.37080283564518607,2.696851005090156
Epoca,5,0.37080283564518607,2.696851005090156
Epoca,6,0.5626343604442852,1.777353233830846
Epoca,7,0.644082382146696,1.552596418903817
Epoca,8,0.6779396738192868,1.4750574993883045
Epoca,9,0.9709461534524235,1.0299232315244968
Epoca,10,1.0309604852331473,0.9699692804170417
Epoca,11,1.0288171162409785,0.9719900497512439
Epoca,12,1.0191719557762196,0.9811886937551987
Epoca,13,1.1552758867789323,0.8655941073851521
Epoca,14,1.1520608332906792,0.8680097188476223
Epoca,15,1.3042400317346574,0.7667300310280969
Epoca,16,1.3449640425858627,0.7435143010049355
Epoca,17,1.4510608076982137,0.6891509953923146
Epoca,18,1.8679460766750269,0.5353473595876042
Epoca,19,1.8850930286123764,0.5304777986135271
Epoca,20,1.902239980549726,0.525696026907715
Epoca,21,1.4832113425807443,0.674212751272539
Epoca,22,1.0424711705614609,0.9592591413932469
Epoca,23,0.7984049495828428,1.2524972453170389
Escura,0,0.4969432707003506,2.0123021257349616
Escura,1,0.316236626809314,3.1621890547263685
Escura,2,0.37647217477299283,2.65623880597015
Escura,3,0.316236626809314,3.1621890547263685
Escura,4,0.12047109592735772,8.300746268656717
Escura,5,0.22588330486379574,4.427064676616915
Escura,6,0.4517666097275915,2.2135323383084575
Escura,7,0.5571788186640295,1.7947559499798305
Escura,8,0.4684987063841689,2.134477611940299
Escura,9,0.903533219455183,1.1067661691542288
Escura,10,0.9336509934370224,1.0710640346653828
Escura,11,1.2047109592735772,0.8300746268656717
Escura,12,1.2348287332554169,0.8098289042591917
Escura,13,1.0541220893643801,0.9486567164179105
Escura,14,1.5209475860828914,0.6574848529629082
Escura,15,1.5510653600647308,0.6447181567888711
Escura,16,1.370358716173694,0.729735935706085
Escura,17,1.7920075519194463,0.5580333625987708
Escura,18,1.6715364559920884,0.5982519833266102
Escura,19,1.9124786478468039,0.5228816547185333
Escura,20,1.6564775690011686,0.6036906377204885
Escura,21,1.536006473073811,0.6510389230318994
Escura,22,1.4054961191525068,0.7114925373134329
Escura,23,0.9185921064461027,1.0886224614631759
Etebra,0,1.845639308223172,0.5418176756122066
Etebra,1,1.5653506136045272,0.6388345149699745
Etebra,2,1.1544601106789307,0.8662057621132585
Etebra,3,0.7626546857580747,1.3112094092833184
Etebra,4,0.5231556676593663,1.911476950013879
Etebra,5,0.3749656502107904,2.666910954210981
Etebra,6,0.3016190759180609,3.3154401688826343
Etebra,7,0.24211853860916308,4.130208309303559
Etebra,8,0.18006778027421413,5.5534643592382915
Etebra,9,0.30648389972319096,3.2628141344559256
Etebra,10,0.5190392782857948,1.9266364643975507
Etebra,11,0.787353021999504,1.2700783156461042
Etebra,12,1.0077669620934715,0.992292898670406
Etebra,13,1.1862685740201653,0.8429794246433447
Etebra,14,1.2719643164336094,0.7861855769695213
Etebra,15,1.2191996890087378,0.8202101829709646
Etebra,16,1.1469757663633458,0.8718580019965427
Etebra,17,1.2652284065495834,0.7903711257377707
Etebra,18,1.334458591468741,0.749367576028997
Etebra,19,1.2715900992178302,0.7864169441198949
Etebra,20,1.2308004226978937,0.8124794089751911
Etebra,21,1.343814021863222,0.7441505920688952
Etebra,22,1.5003061175433445,0.6665306421848337
Etebra,23,1.647304183860179,0.6070524252883697
Ferobra,0,1.6799218273548817,0.5952657937509798
Ferobra,1,1.7012807007817266,0.5877924786547611
Ferobra,2,1.4169821557275124,0.7057251892396459
Ferobra,3,1.0954050800338986,0.9129042928749735
Ferobra,4,0.7804611948455159,1.2812936845603702
Ferobra,5,0.5349004823418528,1.8695066334991708
Ferobra,6,0.37092801305253487,2.6959408963764866
Ferobra,7,0.30446344419011717,3.2844665561083466
Ferobra,8,0.24832699861806698,4.026948360689627
Ferobra,9,0.42266689899333915,2.3659292988916056
Ferobra,10,0.5307879042286094,1.883991688645003
Ferobra,11,0.6610637657513524,1.5127133747278059
Ferobra,12,0.813494483561568,1.2292646357254822
Ferobra,13,0.9557100879937271,1.0463424134187476
Ferobra,14,0.9924579633927086,1.0075993511921744
Ferobra,15,1.0468501255356055,0.9552465779075726
Ferobra,16,1.0666170332411948,0.937543625157793
Ferobra,17,1.174074719425942,0.8517345476009781
Ferobra,18,1.186810445195986,0.8425945390418799
Ferobra,19,1.153511828859725,0.8669178546599949
Ferobra,20,1.2528770226280899,0.7981629337429751
Ferobra,21,1.4948558122589282,0.6689608401019397
Ferobra,22,1.5016560608954024,0.665931451309645
Ferobra,23,1.6049667746457679,0.6230658576846302
Firmera,0,1.5934114331013831,0.627584300718629
Firmera,1,1.7662417737287817,0.566173903750935
Firmera,2,1.6914188823596028,0.5912196029199795
Firmera,3,1.7599187124863158,0.5682080614889623
Firmera,4,1.562849970429465,0.6398566842121154
Firmera,5,1.140258710724667,0.876993958120672
Firmera,6,0.7661442538787735,1.3052372251534623
Firmera,7,0.48898340275068897,2.045059186824498
Firmera,8,0.2710329460968059,3.689588348579682
Firmera,9,0.30983000088082446,3.2275764036958066
Firmera,10,0.2876992865321942,3.4758515116724067
Firmera,11,0.3972990147349348,2.516995922245536
Firmera,12,0.4931987769123328,2.0275800484755706
Firmera,13,0.6776213964842521,1.4757503307722661
Firmera,14,0.8409671452479521,1.189107096098455
Firmera,15,0.9168438801575418,1.0906982329730657
Firmera,16,0.9600514653143915,1.0416108262201615
Firmera,17,1.0685973499767212,0.9358061762194941
Firmera,18,1.1202356834568585,0.8926692969770151
Firmera,19,1.134989493022612,0.8810654249643148
Firmera,20,1.071758880597954,0.9330456860241564
Firmera,21,1.1360433365630231,0.8802481100988563
Firmera,22,1.2415057530885947,0.8054735127180996
Firmera,23,1.2856891193013804,0.7777930022021042
Floribra,0,1.7457898565032564,0.57280662748434
Floribra,1,1.7627502501869021,0.5672953385733296
Floribra,2,1.3949923804798525,0.7168497935852652
Floribra,3,0.9845508533356285,1.0156915679997942
Floribra,4,0.6569325820132071,1.5222262183060602
Floribra,5,0.46301874756352557,2.159739762724837
Floribra,6,0.33101035005915047,3.0210535707457584
Floribra,7,0.270235606026087,3.700474614375819
Floribra,8,0.2107695343451566,4.7445187138023375
Floribra,9,0.29228411781482627,3.421328560293311
Floribra,10,0.5144652750705839,1.9437657864523536
Floribra,11,0.7394731646069493,1.3523141174859645
Floribra,12,0.9401711565300891,1.063636118864487
Floribra,13,1.1058176681736946,0.9043082135335593
Floribra,14,1.161221620873604,0.8611620572890173
Floribra,15,1.1270181602782519,0.8872971485686689
Floribra,16,1.147935979154748,0.8711287198579866
Floribra,17,1.1940117153286518,0.8375127204884668
Floribra,18,1.2033399318546572,0.8310203738180134
Floribra,19,1.1841181523465252,0.8445103202060835
Floribra,20,1.1578295421368747,0.8636849930037312
Floribra,21,1.2904032860973713,0.7749515293194487
Floribra,22,1.480956449946775,0.6752393023008473
Floribra,23,1.6298938329983446,0.6135368940935282
Gentebra,0,1.7393585111794752,0.574924602129259
Gentebra,1,1.6429188313517022,0.6086727968035132
Gentebra,2,1.2619521458208727,0.792423075083819
Gentebra,3,0.8583730508894318,1.1649946360312882
Gentebra,4,0.5948111929750216,1.6812057537087972
Gentebra,5,0.4028303396532749,2.4824346668146258
Gentebra,6,0.290367296872751,3.4439140039872833
Gentebra,7,0.22327882394908286,4.478705066218205
Gentebra,8,0.21601867091857016,4.629229481635675
Gentebra,9,0.41525967727082946,2.408131717898068
Gentebra,10,0.5961589524757203,1.6774049871216636
Gentebra,11,0.7950283543565935,1.2578167741064876
Gentebra,12,0.9500206969369428,1.05260864655286
Gentebra,13,1.1310697231974667,0.884118794350767
Gentebra,14,1.180936824723318,0.8467853479243398
Gentebra,15,1.1283742041960694,0.8862308233220096
Gentebra,16,1.1382577738678596,0.8785356208040184
Gentebra,17,1.273932230271528,0.7849711124640111
Gentebra,18,1.2435327659779907,0.8041605556034854
Gentebra,19,1.2635994074328376,0.7913900514021502
Gentebra,20,1.2273596519696064,0.814757107580691
Gentebra,21,1.3214033149072484,0.7567712209577677
Gentebra,22,1.4816924077886975,0.6749039103820588
Gentebra,23,1.6126691181137984,0.6200900040608546
Gladera,0,1.3343410224779977,0.749433602920268
Gladera,1,1.4132663775957701,0.7075806909814034
Gladera,2,1.5383054233441515,0.6500659653309164
Gladera,3,1.3925743369281893,0.7180945199707259
Gladera,4,1.2057547697580309,0.8293560391228463
Gladera,5,1.0718477065806866,0.9329683628191091
Gladera,6,0.7857063442061404,1.2727401367878441
Gladera,7,0.5495214800147535,1.8197650799258147
Gladera,8,0.272828388061436,3.6653077310078825
Gladera,9,0.33136825126225855,3.017790618717297
Gladera,10,0.4259604371711995,2.3476358664691808
Gladera,11,0.5385842585190322,1.8567196946114652
Gladera,12,0.6526860827716922,1.5321301103179754
Gladera,13,0.8191092098552352,1.2208384278535147
Gladera,14,0.92641222074569,1.079433083465887
Gladera,15,1.013614392130495,0.9865684699860278
Gladera,16,1.0750993129713065,0.9301466273252927
Gladera,17,1.1336282280024637,0.8821234116250559
Gladera,18,1.2350192272736096,0.8097039931982024
Gladera,19,1.2143271866060288,0.8235012861689605
Gladera,20,1.2060503703389964,0.8291527655838455
Gladera,21,1.2403400377309877,0.806230525162557
Gladera,22,1.3739515003273666,0.7278277288257508
Gladera,23,1.2370884313403678,0.8083496496014551
Gladibra,0,1.6329755071275336,0.612379056290341
Gladibra,1,1.6940213204780956,0.5903113425501485
Gladibra,2,1.5636052646837133,0.6395476035969221
Gladibra,3,1.2014925991269705,0.8322980938264795
Gladibra,4,0.9032005566185424,1.1071738083774674
Gladibra,5,0.5521871298528109,1.8109802745068624
Gladibra,6,0.4828168874089904,2.0711785898095725
Gladibra,7,0.3732119043477541,2.679442934028741
Gladibra,8,0.23308401461123673,4.290298507462687
Gladibra,9,0.26221951643764135,3.8135986733001657
Gladibra,10,0.41344664496517,2.4186917760192324
Gladibra,11,0.6701165420073056,1.492277741726152
Gladibra,12,0.9156872002584301,1.0920759837177747
Gladibra,13,1.1543208342651725,0.8663102755453501
Gladibra,14,1.13212235668315,0.8832967515364354
Gladibra,15,1.1335097615320264,0.8822156049617274
Gladibra,16,1.1099238791011274,0.900962686567164
Gladibra,17,1.101599450007869,0.9077709688334147
Gladibra,18,1.0599773045415766,0.9434164257247792
Gladibra,19,1.064139519088206,0.9397264005915662
Gladibra,20,1.1196357130432621,0.8931476446762471
Gladibra,21,1.2014925991269705,0.8322980938264795
Gladibra,22,1.441667794076909,0.6936410760568414
Gladibra,23,1.5719296937769716,0.6361607672142378
Harmonia,0,0.44305102751675357,2.2570763589125993
Harmonia,1,0.3570918979713454,2.8003995769185566
Harmonia,2,0.3064804478651704,3.2628508831986855
Harmonia,3,0.30848883874239963,3.24160836442786
Harmonia,4,0.3938454510246391,2.5390670309848007
Harmonia,5,0.5085245701144243,1.9664733206007876
Harmonia,6,0.6005088722915202,1.665254330354914
Harmonia,7,0.7135812786795219,1.401382056786151
Harmonia,8,0.771251850794921,1.2965933228806008
Harmonia,9,1.0511917851417445,0.9513011936876564
Harmonia,10,1.068865624861361,0.9355712979633961
Harmonia,11,1.0198608874569695,0.9805258857347763
Harmonia,12,1.0286978073167778,0.9721027816792647
Harmonia,13,1.0779033838088925,0.9277269326926016
Harmonia,14,1.1733019504772777,0.8522955234099955
Harmonia,15,1.3265421744098629,0.7538395833097946
Harmonia,16,1.5109124569395003,0.6618517144438646
Harmonia,17,1.6089219317482832,0.6215341964500305
Harmonia,18,1.780639351751377,0.5615960351636807
Harmonia,19,1.9660138297196288,0.5086434209583404
Harmonia,20,1.8539456187702414,0.5393901470871187
Harmonia,21,1.5070965142727648,0.663527511695255
Harmonia,22,0.9916095224506127,1.0084614733515784
Harmonia,23,0.6232036892042097,1.6046118104290021
Havera,0,1.5853782881742104,0.63076428348949
Havera,1,1.5403116972413395,0.6492192468517739
Havera,2,1.5136651811738882,0.6606480828372315
Havera,3,1.450893858088818,0.6892302937426756
Havera,4,1.3421617656793514,0.7450666719699305
Havera,5,1.1087812054912696,0.9018911892152143
Havera,6,0.8385604955723489,1.1925198065972122
Havera,7,0.5651207434439375,1.7695333459285847
Havera,8,0.3401322130489109,2.9400332036654238
Havera,9,0.3637517696724585,2.7491275187484403
Havera,10,0.37716444554533674,2.651363382235338
Havera,11,0.4216945294432926,2.3713848062486544
Havera,12,0.5449123117954675,1.8351576544582633
Havera,13,0.6697396152523879,1.4931175896219835
Havera,14,0.7929573976045629,1.2611017981809491
Havera,15,0.8981127764479284,1.1134459126113756
Havera,16,1.020078709051968,0.9803165100165372
Havera,17,1.0563823517478919,0.9466269465268882
Havera,18,1.1497345758231245,0.8697659625345043
Havera,19,1.1792424627434568,0.8480020280761796
