horizon,target,fold,model,n_test,rmse,mae,r2_oos,dir_acc,dm_t_vs_rw,dm_p_vs_rw
7,ret,0,Naive,1357,0.10379344216894615,0.06722079151710936,-13.06070403413081,0.4642593957258659,-6.438346787195592,1.2078182898278556e-10
7,ret,0,MovingAvg,1357,0.02795512746852558,0.02143820026466838,-0.01997655814566568,0.41930729550478996,-4.305338929981761,1.6673026671298885e-05
7,ret,0,Ridge,1357,0.028195988030042408,0.02233754649998914,-0.037628452506655474,0.6204863669859986,-0.5853449751393874,0.5583157793474967
7,ret,0,ElasticNet,1357,0.02793774847909144,0.02212403379772606,-0.01870876554512857,0.6249078850405306,-0.30439550085845657,0.7608265950684503
7,ret,0,RandomForest,1357,0.025634973073923033,0.01956151711344678,0.142304822779735,0.6190125276344879,5.1318946490218575,2.868400443833963e-07
7,ret,0,XGBoost,1357,0.024897710424140775,0.01894725773476709,0.1909300710074877,0.6632277081798084,5.62465100935614,1.858833842405261e-08
7,ret,0,LightGBM,1357,0.024652254985080623,0.018761986133042287,0.206803956844406,0.6720707442888725,5.77671967909751,7.61710317043196e-09
7,ret,1,RandomWalk,3504,0.019655326042599484,0.014884674861501643,0.0,0.0,,
7,ret,1,Naive,3504,,,,0.4489155251141553,-12.44833880380566,0.0
7,ret,1,MovingAvg,3504,0.019979048904892154,0.015122298325934586,-0.03321122391062725,0.4569063926940639,-8.83591994236889,0.0
7,ret,1,Ridge,3504,0.3081892801080462,0.18345732969748574,-244.85245658480684,0.5459474885844748,-46.32759881937457,0.0
7,ret,1,ElasticNet,3504,0.1718613192058465,0.10497907715531889,-75.45321933193996,0.5522260273972602,-44.85286875564546,0.0
7,ret,1,RandomForest,3504,0.018979079059795928,0.014367253473272645,0.06762683541281922,0.586472602739726,5.771809971829043,7.842453131345906e-09
7,ret,1,XGBoost,3504,0.019002331704899046,0.014302116969489215,0.06534080001687859,0.5861872146118722,4.237480123105677,2.260424239430847e-05
7,ret,1,LightGBM,3504,0.018953264546044922,0.014310457964413778,0.07016145694687392,0.6093036529680366,4.221427964818895,2.427595362974877e-05
7,ret,2,RandomWalk,3702,0.02142617366186627,0.01649304808944598,0.0,0.0,,
7,ret,2,Naive,3702,0.08379594732707787,0.05808332025796099,-14.295257363927496,0.4729875742841707,-19.224574222166893,0.0
7,ret,2,MovingAvg,3702,0.02142574811083528,0.01649924749741399,3.9722146540244196e-05,0.48352242031334414,0.1004071412244841,0.920021100542342
7,ret,2,Ridge,3702,0.02217748227234789,0.01736350775566036,-0.07135953789948002,0.55537547271745,-3.360115494832564,0.0007790989538356552
7,ret,2,ElasticNet,3702,0.021725777207958777,0.016914395256556684,-0.028161652990697617,0.5669908157752567,-1.3826409851981594,0.16677497546829168
7,ret,2,RandomForest,3702,0.020867631772936292,0.016023974719399436,0.05145685882870232,0.5856293895191789,2.704089186912249,0.006849190297858909
7,ret,2,XGBoost,3702,0.022868595105541584,0.017726052944813924,-0.13917312141950222,0.5526742301458671,-4.862664159984666,1.1581625647405502e-06
7,ret,2,LightGBM,3702,0.024065369467914863,0.018886509078690713,-0.2615248972167519,0.5364667747163695,-8.609643079622899,0.0
