state,days,ret,vol,disp,kills,turnover,label
0,273,0.0001826487671270187,0.010263734660354696,0.19698777644666687,-0.0069335223423453865,281.7918542706211,"expansion, calm"
1,263,-0.00045253707318598416,0.013805685763913807,0.39691272608038664,0.008542970947229195,284.933035796136,"contraction, high volatility"
2,174,0.000590683701037227,0.013688694314589094,0.24043880090383143,0.009320676808218022,373.599342736922,"expansion, high volatility"
3,205,0.00023370278631097943,0.010517622597872266,0.31526464242467156,0.014305675562520026,256.02464248431284,"expansion, calm"
