world,origin,h,actual,model,rw,snaive,is_sa,in80,in90
Gladera,2024-10-28,1m,42574.5,40700.19453343506,40718.5,42126.0,False,True,True
Gladera,2024-10-28,3m,41057.5,40724.69216020312,40718.5,42126.0,False,True,True
Gladera,2024-10-28,6m,39941.0,41037.03379174975,40718.5,42126.0,False,True,True
Gladera,2024-09-18,2w,42093.5,38053.41720517416,38146.0,38658.5,False,False,False
Gladera,2024-09-18,1m,42424.0,37938.663278139444,38146.0,38658.5,False,False,True
Gladera,2024-09-18,6m,40445.5,37572.895555765506,38146.0,38658.5,False,True,True
Harmonia,2026-01-11,2w,41035.0,41469.79258917076,41331.5,41303.5,False,True,True
Harmonia,2026-01-11,1m,41251.5,41481.75214960615,41331.5,41303.5,False,True,True
Harmonia,2026-01-11,3m,40954.0,41534.00245332351,41331.5,41303.5,False,True,True
Harmonia,2026-01-11,6m,41049.0,41714.83242099038,41331.5,41303.5,False,True,True
Harmonia,2025-12-02,2w,41536.5,44165.32873204959,44049.5,43966.0,False,False,False
Harmonia,2025-12-02,1m,40959.0,44177.953349228526,44049.5,43966.0,False,False,False
Harmonia,2025-12-02,3m,41094.5,44260.04417843538,44049.5,43966.0,False,True,True
Harmonia,2025-12-02,6m,41035.0,44151.869664234735,44049.5,43966.0,False,True,True
Harmonia,2025-10-23,2w,44480.5,43152.72314768256,43101.5,43384.0,False,True,True
Harmonia,2025-10-23,1m,43899.5,43252.230627796765,43101.5,43384.0,False,True,True
Harmonia,2025-10-23,3m,40842.0,43326.11801710506,43101.5,43384.0,False,True,True
Harmonia,2025-10-23,6m,40915.5,43331.01890689343,43101.5,43384.0,False,True,True
Harmonia,2025-09-13,2w,41465.5,40554.05071319787,40522.5,40004.5,False,True,True
Harmonia,2025-09-13,1m,42752.0,40515.412592240784,40522.5,40004.5,False,False,True
Harmonia,2025-09-13,3m,43984.0,40374.79564528259,40522.5,40004.5,False,False,True
Harmonia,2025-09-13,6m,40260.5,40306.23007761811,40522.5,40004.5,False,True,True
Harmonia,2025-08-04,2w,40120.5,40317.69416068354,40262.5,39253.0,False,True,True
Harmonia,2025-08-04,1m,40484.5,40345.821901946256,40262.5,39253.0,False,True,True
Harmonia,2025-08-04,3m,44109.5,40327.77709038585,40262.5,39253.0,False,True,True
Harmonia,2025-08-04,6m,41252.5,40399.9524560072,40262.5,39253.0,False,True,True
Harmonia,2025-06-25,2w,40316.5,39554.609241365586,39486.5,39865.0,False,True,True
Harmonia,2025-06-25,1m,40142.5,39647.41790295554,39486.5,39865.0,False,True,True
Harmonia,2025-06-25,3m,41098.0,39724.3954705096,39486.5,39865.0,False,True,True
Harmonia,2025-06-25,6m,41225.0,39919.457086482886,39486.5,39865.0,False,True,True
Harmonia,2025-05-16,2w,39990.0,39032.54080222302,38940.5,40423.5,False,True,True
Harmonia,2025-05-16,1m,39536.0,39098.58394389007,38940.5,40423.5,False,True,True
Harmonia,2025-05-16,3m,39748.0,39400.770239589256,38940.5,40423.5,False,True,True
Harmonia,2025-05-16,6m,43548.0,39770.651056059214,38940.5,40423.5,False,True,True
Harmonia,2025-04-06,2w,39807.0,40927.372971426244,40833.0,40811.5,False,True,True
Harmonia,2025-04-06,1m,39058.0,40938.93287354046,40833.0,40811.5,False,True,True
Harmonia,2025-04-06,3m,38293.0,41153.11317116118,40833.0,40811.5,False,True,True
Harmonia,2025-04-06,6m,41659.0,41730.328441654055,40833.0,40811.5,False,True,True
Harmonia,2025-02-25,2w,40817.5,42384.268399784814,42313.0,42210.0,False,True,True
Harmonia,2025-02-25,1m,40874.0,42453.22274068701,42313.0,42210.0,False,True,True
Harmonia,2025-02-25,3m,40057.5,42850.66360565084,42313.0,42210.0,False,True,True
Harmonia,2025-02-25,6m,40236.0,43528.10702274543,42313.0,42210.0,False,True,True
Harmonia,2025-01-16,2w,41456.0,40891.58204425609,40845.5,41664.5,False,True,True
Harmonia,2025-01-16,1m,42306.5,41107.87083177176,40845.5,41664.5,False,True,True
Harmonia,2025-01-16,3m,39954.5,41453.77654893143,40845.5,41664.5,False,True,True
Harmonia,2025-01-16,6m,38926.0,42349.77727779494,40845.5,41664.5,False,True,True
Honbra,2026-01-11,2w,38558.0,38317.20155450619,38284.5,39267.5,True,True,True
Honbra,2026-01-11,1m,38758.5,38359.563712964366,38284.5,39267.5,True,True,True
Honbra,2026-01-11,3m,37387.0,38550.5212389176,38284.5,39267.5,True,True,True
Honbra,2026-01-11,6m,36967.0,39020.3260005651,38284.5,39267.5,True,True,True
Honbra,2025-12-02,2w,40265.0,40968.05283401167,40947.5,40162.0,True,True,True
Honbra,2025-12-02,1m,39316.0,40990.47017838386,40947.5,40162.0,True,True,True
Honbra,2025-12-02,3m,37863.0,40994.065234158246,40947.5,40162.0,True,True,True
Honbra,2025-12-02,6m,36967.5,41094.39647501602,40947.5,40162.0,True,True,True
Honbra,2025-10-23,2w,40322.5,40894.63966494637,40898.0,40175.0,True,True,True
Honbra,2025-10-23,1m,40183.5,40921.18983223547,40898.0,40175.0,True,True,True
Honbra,2025-10-23,3m,38048.5,40995.07973611866,40898.0,40175.0,True,True,True
Honbra,2025-10-23,6m,37223.5,41092.575408024626,40898.0,40175.0,True,True,True
Honbra,2025-09-13,2w,36730.5,37187.02587502806,37249.5,36045.5,True,True,True
Honbra,2025-09-13,1m,40248.0,37202.045263085325,37249.5,36045.5,True,False,False
Honbra,2025-09-13,3m,40641.5,37159.57708830196,37249.5,36045.5,True,True,True
Honbra,2025-09-13,6m,37016.5,37123.44083917128,37249.5,36045.5,True,True,True
Honbra,2025-08-04,2w,36364.0,34624.18363774897,34781.0,33995.5,True,False,False
Honbra,2025-08-04,1m,36720.0,34522.01324633736,34781.0,33995.5,True,False,False
Honbra,2025-08-04,3m,41044.5,33899.190574830805,34781.0,33995.5,True,False,False
Honbra,2025-08-04,6m,38268.5,32979.72206907956,34781.0,33995.5,True,False,True
Inabra,2026-01-11,2w,39263.0,38164.43044297677,38178.5,38057.5,True,True,True
Inabra,2026-01-11,1m,39132.5,38208.440468829634,38178.5,38057.5,True,True,True
Inabra,2026-01-11,3m,38006.0,38215.536573512174,38178.5,38057.5,True,True,True
Inabra,2026-01-11,6m,38044.0,38335.31991411255,38178.5,38057.5,True,True,True
Inabra,2025-12-02,2w,39742.5,40317.17753225831,40353.5,40398.5,True,True,True
Inabra,2025-12-02,1m,39019.0,40295.562756910105,40353.5,40398.5,True,True,True
Inabra,2025-12-02,3m,36895.5,40141.65275390263,40353.5,40398.5,True,True,True
Inabra,2025-12-02,6m,37497.0,39887.05073460441,40353.5,40398.5,True,True,True
Inabra,2025-10-23,2w,39873.5,40338.50577546188,40376.5,40012.5,True,True,True
Inabra,2025-10-23,1m,40354.0,40264.88449993025,40376.5,40012.5,True,True,True
Inabra,2025-10-23,3m,39304.0,40103.17296787834,40376.5,40012.5,True,True,True
Inabra,2025-10-23,6m,37432.0,39855.82445714181,40376.5,40012.5,True,True,True
Inabra,2025-09-13,2w,37806.5,36811.37227398457,36951.5,36228.5,True,True,True
Inabra,2025-09-13,1m,39793.5,36806.470979885125,36951.5,36228.5,True,False,True
Inabra,2025-09-13,3m,40670.5,36697.00485900631,36951.5,36228.5,True,True,True
Inabra,2025-09-13,6m,36809.5,36722.777749753324,36951.5,36228.5,True,True,True
Inabra,2025-08-04,2w,35511.5,33192.672296583536,33222.0,33980.5,True,False,True
Inabra,2025-08-04,1m,36164.0,33215.99896768666,33222.0,33980.5,True,False,True
Inabra,2025-08-04,3m,40768.0,33457.19061264175,33222.0,33980.5,True,False,False
Inabra,2025-08-04,6m,38172.5,33703.445660887315,33222.0,33980.5,True,True,True
Inabra,2025-06-25,2w,33315.0,32774.24998017198,32776.5,33841.5,True,True,True
Inabra,2025-06-25,1m,34164.5,32746.552459166458,32776.5,33841.5,True,True,True
Inabra,2025-06-25,3m,37208.0,33094.94197999583,32776.5,33841.5,True,True,True
Inabra,2025-06-25,6m,39069.0,33170.89681716991,32776.5,33841.5,True,True,True
Inabra,2025-05-16,2w,34745.0,34318.57520097344,34330.0,35114.5,True,True,True
Inabra,2025-05-16,1m,33356.0,34346.2973366466,34330.0,35114.5,True,True,True
Inabra,2025-05-16,3m,35988.5,34502.11929745126,34330.0,35114.5,True,True,True
Inabra,2025-05-16,6m,40007.5,34789.9116609624,34330.0,35114.5,True,True,True
Inabra,2025-04-06,2w,36261.5,37214.96033103671,37221.5,36790.5,True,True,True
Inabra,2025-04-06,1m,36019.0,37184.589144752084,37221.5,36790.5,True,True,True
Inabra,2025-04-06,3m,33013.0,37291.96649790113,37221.5,36790.5,True,True,True
Inabra,2025-04-06,6m,39102.5,37363.23082833728,37221.5,36790.5,True,True,True
Inabra,2025-02-25,2w,37639.0,39198.02115006293,39127.0,38961.5,True,True,True
Inabra,2025-02-25,1m,37551.0,39249.16048068571,39127.0,38961.5,True,True,True
Inabra,2025-02-25,3m,34785.0,39679.44749543784,39127.0,38961.5,True,True,True
Inabra,2025-02-25,6m,35839.5,39926.73797019501,39127.0,38961.5,True,True,True
Inabra,2025-01-16,2w,39411.5,39175.68229358722,39123.0,38329.5,True,True,True
Inabra,2025-01-16,1m,38991.0,39234.123475562534,39123.0,38329.5,True,True,True
Inabra,2025-01-16,3m,37614.0,39386.17870449829,39123.0,38329.5,True,True,True
Inabra,2025-01-16,6m,33508.5,39760.40651609683,39123.0,38329.5,True,True,True
Inabra,2024-12-07,1m,39014.5,39768.68388862538,39588.0,38567.5,True,True,True
Inabra,2024-12-07,3m,38306.0,40094.697893366705,39588.0,38567.5,True,True,True
Inabra,2024-12-07,6m,33658.5,40516.59915831493,39588.0,38567.5,True,True,True
Inabra,2024-10-28,2w,39739.0,40139.14295238332,40044.0,39883.0,True,True,True
Inabra,2024-10-28,1m,40671.5,40177.983120370496,40044.0,39883.0,True,True,True
Inabra,2024-10-28,3m,38870.0,40559.04142769633,40044.0,39883.0,True,True,True
Inabra,2024-10-28,6m,36000.5,41086.14841451621,40044.0,39883.0,True,True,True
Inabra,2024-09-18,2w,37779.5,35199.3403872888,35119.5,34769.0,True,False,True
Inabra,2024-09-18,1m,39598.0,35176.28289032076,35119.5,34769.0,True,False,False
Inabra,2024-09-18,6m,37455.0,35523.0796108229,35119.5,34769.0,True,True,True
Karmeya,2026-01-11,2w,37456.5,38912.83381899682,38839.0,39150.0,False,True,True
Karmeya,2026-01-11,1m,38742.0,38941.12649789275,38839.0,39150.0,False,True,True
Karmeya,2026-01-11,3m,38337.0,38905.000975249466,38839.0,39150.0,False,True,True
Karmeya,2026-01-11,6m,36977.0,39182.35218231611,38839.0,39150.0,False,True,True
Karmeya,2025-12-02,2w,41249.0,42853.45449244113,42774.0,42111.5,False,True,True
Karmeya,2025-12-02,1m,40825.0,42873.2510334319,42774.0,42111.5,False,True,True
Karmeya,2025-12-02,3m,38008.0,42788.07859767882,42774.0,42111.5,False,False,True
Karmeya,2025-12-02,6m,36951.5,42663.00251970989,42774.0,42111.5,False,False,True
Karmeya,2025-10-23,2w,41689.5,42504.43735240708,42452.5,41684.0,False,True,True
Karmeya,2025-10-23,1m,41765.0,42501.09702071469,42452.5,41684.0,False,True,True
Karmeya,2025-10-23,3m,38371.5,42487.85842414236,42452.5,41684.0,False,False,True
Karmeya,2025-10-23,6m,37066.5,42409.551475634806,42452.5,41684.0,False,False,True
Karmeya,2025-09-13,2w,40457.5,38198.45379713616,38263.5,38081.5,False,False,False
Karmeya,2025-09-13,1m,40983.0,38133.88503393463,38263.5,38081.5,False,False,False
Karmeya,2025-09-13,3m,42141.0,37880.77578463574,38263.5,38081.5,False,False,True
Karmeya,2025-09-13,6m,37425.0,37436.34956876238,38263.5,38081.5,False,True,True
Karmeya,2025-08-04,2w,38346.5,37079.35593053477,37188.5,36552.0,False,False,True
Karmeya,2025-08-04,1m,37263.0,36864.049112546345,37188.5,36552.0,False,True,True
Karmeya,2025-08-04,3m,41234.5,36068.236080159426,37188.5,36552.0,False,False,False
Karmeya,2025-08-04,6m,38547.0,35111.78938074852,37188.5,36552.0,False,True,True
Lobera,2026-01-11,2w,38614.0,38453.45467370935,38434.0,37404.5,False,True,True
Lobera,2026-01-11,1m,38431.5,38402.56698176652,38434.0,37404.5,False,True,True
Lobera,2026-01-11,3m,37017.5,38373.14849847911,38434.0,37404.5,False,True,True
Lobera,2026-01-11,6m,37452.0,38374.710123065175,38434.0,37404.5,False,True,True
Lobera,2025-12-02,2w,39989.5,40232.597490163906,40279.0,39686.5,False,True,True
Lobera,2025-12-02,1m,39024.0,40175.40096229367,40279.0,39686.5,False,True,True
Lobera,2025-12-02,3m,36887.0,40175.18770187416,40279.0,39686.5,False,True,True
Lobera,2025-12-02,6m,36561.5,39964.47614988973,40279.0,39686.5,False,True,True
Lobera,2025-10-23,2w,39860.5,40143.053639563674,40077.0,39449.5,False,True,True
Lobera,2025-10-23,1m,39711.0,40016.146290180695,40077.0,39449.5,False,True,True
Lobera,2025-10-23,3m,37357.0,40209.60489784868,40077.0,39449.5,False,True,True
Lobera,2025-10-23,6m,37299.0,40159.08707535492,40077.0,39449.5,False,True,True
Lobera,2025-09-13,2w,37012.5,36639.497256689836,36720.0,35656.0,False,True,True
Lobera,2025-09-13,1m,38531.0,36603.128105315685,36720.0,35656.0,False,True,True
Lobera,2025-09-13,3m,39892.5,36484.6618098858,36720.0,35656.0,False,True,True
Lobera,2025-09-13,6m,37353.0,36462.9710785597,36720.0,35656.0,False,True,True
Lobera,2025-08-04,2w,35532.5,33770.96754094259,33866.0,35084.5,False,False,True
Lobera,2025-08-04,1m,35594.0,33783.93432141356,33866.0,35084.5,False,True,True
Lobera,2025-08-04,3m,40353.0,33846.445988774416,33866.0,35084.5,False,False,False
Lobera,2025-08-04,6m,38152.5,33604.53859280607,33866.0,35084.5,False,True,True
Lobera,2025-06-25,2w,32191.5,32394.79119976286,32352.0,33283.0,False,True,True
Lobera,2025-06-25,1m,32966.5,32419.361837225686,32352.0,33283.0,False,True,True
Lobera,2025-06-25,3m,35872.0,32748.315486897576,32352.0,33283.0,False,True,True
Lobera,2025-06-25,6m,36183.5,33277.15240188855,32352.0,33283.0,False,True,True
Lobera,2025-05-16,2w,34312.5,33715.21119808259,33672.0,34572.0,False,True,True
Lobera,2025-05-16,1m,32989.5,33808.245765650776,33672.0,34572.0,False,True,True
Lobera,2025-05-16,3m,35611.0,33880.069172361895,33672.0,34572.0,False,True,True
Lobera,2025-05-16,6m,40228.5,34008.49016594829,33672.0,34572.0,False,True,True
Lobera,2025-04-06,2w,35699.5,37286.73299487239,37300.0,36034.0,False,True,True
Lobera,2025-04-06,1m,33952.0,37269.8060431608,37300.0,36034.0,False,False,True
Lobera,2025-04-06,3m,31019.0,37274.85360726224,37300.0,36034.0,False,False,False
Lobera,2025-04-06,6m,38526.5,37129.24335186856,37300.0,36034.0,False,True,True
Lobera,2025-02-25,2w,36874.5,38025.70036789086,38013.5,37156.0,False,True,True
Lobera,2025-02-25,1m,36197.5,38159.61770485522,38013.5,37156.0,False,True,True
Lobera,2025-02-25,3m,34220.5,38378.82408462443,38013.5,37156.0,False,True,True
Lobera,2025-02-25,6m,35811.0,38494.46313479196,38013.5,37156.0,False,True,True
Lobera,2025-01-16,2w,38293.0,38452.35614160496,38441.5,38063.0,False,True,True
Lobera,2025-01-16,1m,37746.0,38489.7936971927,38441.5,38063.0,False,True,True
Lobera,2025-01-16,3m,36476.0,38652.670861647515,38441.5,38063.0,False,True,True
Lobera,2025-01-16,6m,32951.5,38849.01932237286,38441.5,38063.0,False,True,True
Lobera,2024-12-07,2w,38932.5,38672.63889342037,38569.5,37979.0,False,True,True
Lobera,2024-12-07,1m,37483.0,38762.20148016501,38569.5,37979.0,False,True,True
Lobera,2024-12-07,3m,37368.5,39034.39357755403,38569.5,37979.0,False,True,True
Lobera,2024-12-07,6m,33064.0,39303.24722554683,38569.5,37979.0,False,True,True
Lobera,2024-10-28,2w,38597.5,38274.394558622305,38171.5,39569.0,False,True,True
Lobera,2024-10-28,1m,39712.0,38437.43433201141,38171.5,39569.0,False,True,True
Lobera,2024-10-28,3m,38281.0,39017.240668174505,38171.5,39569.0,False,True,True
Lobera,2024-10-28,6m,34488.0,39659.71936729949,38171.5,39569.0,False,True,True
Lobera,2024-09-18,2w,37945.0,34798.267366757034,34699.5,34589.0,False,False,False
Lobera,2024-09-18,1m,39205.5,34896.74233710589,34699.5,34589.0,False,False,False
Lobera,2024-09-18,3m,38792.0,35155.170523392044,34699.5,34589.0,False,True,True
Lobera,2024-09-18,6m,37099.0,35156.24814931347,34699.5,34589.0,False,True,True
Monza,2026-01-11,2w,41286.0,40772.80137481546,40698.5,41286.5,False,True,True
Monza,2026-01-11,1m,41183.0,40879.789706718,40698.5,41286.5,False,True,True
Monza,2026-01-11,3m,41724.0,40951.61581704482,40698.5,41286.5,False,True,True
Monza,2026-01-11,6m,40884.5,41129.637886807905,40698.5,41286.5,False,True,True
Monza,2025-12-02,2w,44326.0,44170.15736338713,44088.0,43511.0,False,True,True
Monza,2025-12-02,1m,41106.0,44144.38519682309,44088.0,43511.0,False,False,False
Monza,2025-12-02,3m,41512.0,44251.65713005341,44088.0,43511.0,False,True,True
Monza,2025-12-02,6m,40341.0,44371.79424931683,44088.0,43511.0,False,True,True
Monza,2025-10-23,2w,44556.5,42882.6940991405,42828.5,42696.0,False,False,True
Monza,2025-10-23,1m,44545.5,42861.56739050518,42828.5,42696.0,False,True,True
Monza,2025-10-23,3m,40902.0,42835.09030039472,42828.5,42696.0,False,True,True
Monza,2025-10-23,6m,39845.0,42739.50942054963,42828.5,42696.0,False,True,True
Monza,2025-09-13,2w,41558.5,40905.999300772855,40823.5,40817.5,False,True,True
Monza,2025-09-13,1m,42867.5,40833.56117500973,40823.5,40817.5,False,False,True
Monza,2025-09-13,3m,44071.5,40762.69898982989,40823.5,40817.5,False,False,True
Monza,2025-09-13,6m,39783.0,40520.87983233483,40823.5,40817.5,False,True,True
Monza,2025-08-04,2w,40967.5,39222.28706582192,39168.0,38450.5,False,False,False
Monza,2025-08-04,1m,40399.0,39219.69209787426,39168.0,38450.5,False,True,True
Monza,2025-08-04,3m,44138.0,39082.19342701108,39168.0,38450.5,False,False,False
Monza,2025-08-04,6m,42187.0,39062.16980142013,39168.0,38450.5,False,True,True
Nefera,2026-01-11,2w,41533.0,41625.99239350977,41577.0,41401.0,False,True,True
Nefera,2026-01-11,1m,41774.0,41625.480384039955,41577.0,41401.0,False,True,True
Nefera,2026-01-11,3m,41086.0,41676.956666395025,41577.0,41401.0,False,True,True
Nefera,2026-01-11,6m,42233.5,41591.63551176349,41577.0,41401.0,False,True,True
Nefera,2025-12-02,2w,43649.5,44569.4761129449,44550.0,44142.0,False,True,True
Nefera,2025-12-02,1m,42140.5,44560.12487898889,44550.0,44142.0,False,False,False
Nefera,2025-12-02,3m,41220.5,44633.85426407834,44550.0,44142.0,False,False,True
Nefera,2025-12-02,6m,41383.0,44516.08963588998,44550.0,44142.0,False,True,True
Nefera,2025-10-23,2w,44501.5,43766.25474809903,43743.0,43736.5,False,True,True
Nefera,2025-10-23,1m,44218.0,43673.53893243155,43743.0,43736.5,False,True,True
Nefera,2025-10-23,3m,41449.5,43642.91467266761,43743.0,43736.5,False,True,True
Nefera,2025-10-23,6m,41185.5,43323.387894372965,43743.0,43736.5,False,True,True
Nefera,2025-09-13,2w,42223.5,41183.36592465006,41177.5,40086.5,False,True,True
Nefera,2025-09-13,1m,43245.5,41132.928116463176,41177.5,40086.5,False,False,True
Nefera,2025-09-13,3m,44132.0,41001.327698269575,41177.5,40086.5,False,True,True
Nefera,2025-09-13,6m,40163.0,40813.85520225561,41177.5,40086.5,False,True,True
Nefera,2025-08-04,2w,40997.0,39755.647595598726,39784.5,39423.0,False,True,True
Nefera,2025-08-04,1m,41660.5,39684.447974555325,39784.5,39423.0,False,False,True
Nefera,2025-08-04,3m,44264.0,39528.45506177683,39784.5,39423.0,False,False,False
Nefera,2025-08-04,6m,41144.5,39207.1597290044,39784.5,39423.0,False,True,True
Nefera,2025-06-25,2w,39537.5,38862.90586427331,38869.0,39291.0,False,True,True
Nefera,2025-06-25,1m,39557.5,38868.3006738711,38869.0,39291.0,False,True,True
Nefera,2025-06-25,3m,42185.5,38879.05348085152,38869.0,39291.0,False,True,True
Nefera,2025-06-25,6m,42418.0,38999.05730092489,38869.0,39291.0,False,True,True
Nefera,2025-05-16,2w,39459.5,39645.41047447731,39677.5,39493.0,False,True,True
Nefera,2025-05-16,1m,39478.5,39616.83237123872,39677.5,39493.0,False,True,True
Nefera,2025-05-16,3m,40914.0,39548.75128276208,39677.5,39493.0,False,True,True
Nefera,2025-05-16,6m,44488.5,39164.36351342052,39677.5,39493.0,False,True,True
Nefera,2025-04-06,2w,39136.5,39878.695172788735,39802.5,40821.5,False,True,True
Nefera,2025-04-06,1m,38675.0,39829.95982296,39802.5,40821.5,False,True,True
Nefera,2025-04-06,3m,39691.0,39916.55074051433,39802.5,40821.5,False,True,True
Nefera,2025-04-06,6m,42281.0,40174.67828051189,39802.5,40821.5,False,True,True
Nefera,2025-02-25,2w,40897.5,41656.659394547896,41656.5,42066.5,False,True,True
Nefera,2025-02-25,1m,40856.0,41676.14545603099,41656.5,42066.5,False,True,True
Nefera,2025-02-25,3m,39899.5,41549.87391923777,41656.5,42066.5,False,True,True
Nefera,2025-02-25,6m,40921.5,41657.5060930872,41656.5,42066.5,False,True,True
Nefera,2025-01-16,2w,41869.5,41200.6533510616,41183.0,41386.0,False,True,True
Nefera,2025-01-16,1m,41679.0,41294.73170242656,41183.0,41386.0,False,True,True
Nefera,2025-01-16,3m,40080.5,41391.133072491095,41183.0,41386.0,False,True,True
Nefera,2025-01-16,6m,39456.0,41309.46207178039,41183.0,41386.0,False,True,True
Nefera,2024-12-07,2w,41898.0,42923.329830008195,42946.0,42528.0,False,True,True
Nefera,2024-12-07,1m,40938.0,42845.78824088842,42946.0,42528.0,False,True,True
Nefera,2024-12-07,3m,40345.0,42642.917186875624,42946.0,42528.0,False,True,True
Nefera,2024-12-07,6m,40091.0,42589.006787872975,42946.0,42528.0,False,True,True
Nefera,2024-10-28,2w,41823.5,42224.174516749175,42253.0,42224.5,False,True,True
Nefera,2024-10-28,1m,41934.5,42195.945795771346,42253.0,42224.5,False,True,True
Nefera,2024-10-28,3m,42683.0,42234.94384423933,42253.0,42224.5,False,True,True
Nefera,2024-10-28,6m,39782.5,42068.51393602624,42253.0,42224.5,False,True,True
Nefera,2024-09-18,2w,42085.5,40035.596293672774,40103.5,40194.0,False,False,True
Nefera,2024-09-18,1m,43398.0,39915.06262557851,40103.5,40194.0,False,False,False
Nefera,2024-09-18,3m,42882.5,39665.05552435611,40103.5,40194.0,False,True,True
Nefera,2024-09-18,6m,41039.5,39109.134616773015,40103.5,40194.0,False,True,True
Nefera,2024-08-09,2w,38266.5,38021.0534306731,38076.0,36510.5,False,True,True
Nefera,2024-08-09,1m,38685.0,37817.18247598146,38076.0,36510.5,False,True,True
Nefera,2024-08-09,3m,42887.5,37097.48614688609,38076.0,36510.5,False,False,False
Nefera,2024-08-09,6m,42991.0,36381.89821502734,38076.0,36510.5,False,False,True
Nevia,2026-01-11,2w,38225.0,39412.22631840065,39326.0,38777.5,False,True,True
Nevia,2026-01-11,1m,38141.5,39432.781665296876,39326.0,38777.5,False,True,True
Nevia,2026-01-11,3m,37835.5,39408.24907199069,39326.0,38777.5,False,True,True
Nevia,2026-01-11,6m,37115.0,39446.990063384146,39326.0,38777.5,False,True,True
Nevia,2025-12-02,2w,42027.5,42441.472801684264,42391.0,42213.0,False,True,True
Nevia,2025-12-02,1m,40101.0,42543.390349676076,42391.0,42213.0,False,False,True
Nevia,2025-12-02,3m,37577.0,42553.13138393349,42391.0,42213.0,False,False,False
Nevia,2025-12-02,6m,36863.5,42702.2249158499,42391.0,42213.0,False,False,True
Nevia,2025-10-23,2w,41639.5,41293.773869578166,41274.0,41409.5,False,True,True
Nevia,2025-10-23,1m,41958.0,41362.65257764629,41274.0,41409.5,False,True,True
Nevia,2025-10-23,3m,37499.0,41294.413855960476,41274.0,41409.5,False,False,True
Nevia,2025-10-23,6m,37239.0,41343.84922953289,41274.0,41409.5,False,True,True
Nevia,2025-09-13,2w,39666.5,38451.632222801236,38499.5,38000.0,False,True,True
Nevia,2025-09-13,1m,40117.5,38485.35486323028,38499.5,38000.0,False,True,True
Nevia,2025-09-13,3m,41410.0,38216.491970367366,38499.5,38000.0,False,False,True
Nevia,2025-09-13,6m,36988.5,37841.64724918343,38499.5,38000.0,False,True,True
Nevia,2025-08-04,2w,37996.0,37067.22835108517,37159.0,36811.5,False,True,True
Nevia,2025-08-04,1m,37588.5,36938.93280346677,37159.0,36811.5,False,True,True
Nevia,2025-08-04,3m,40852.0,36516.70997771538,37159.0,36811.5,False,False,False
Nevia,2025-08-04,6m,38257.0,35828.79145842996,37159.0,36811.5,False,True,True
Ourobra,2026-01-11,2w,37960.0,38625.90695164319,38607.0,38156.0,True,True,True
Ourobra,2026-01-11,1m,38804.5,38677.31223131754,38607.0,38156.0,True,True,True
Ourobra,2026-01-11,3m,38268.0,38688.77538486055,38607.0,38156.0,True,True,True
Ourobra,2026-01-11,6m,38517.5,38737.51241155954,38607.0,38156.0,True,True,True
Ourobra,2025-12-02,2w,40371.0,40574.015985836035,40567.0,40547.5,True,True,True
Ourobra,2025-12-02,1m,39159.5,40649.59118602594,40567.0,40547.5,True,True,True
Ourobra,2025-12-02,3m,37526.5,40642.8794351509,40567.0,40547.5,True,True,True
Ourobra,2025-12-02,6m,37375.5,40778.01994048279,40567.0,40547.5,True,True,True
Ourobra,2025-10-23,2w,40154.0,40405.00768522044,40362.5,40846.0,True,True,True
Ourobra,2025-10-23,1m,39853.5,40411.666297930075,40362.5,40846.0,True,True,True
Ourobra,2025-10-23,3m,38952.0,40461.389118993335,40362.5,40846.0,True,True,True
Ourobra,2025-10-23,6m,37618.5,40643.90799265051,40362.5,40846.0,True,True,True
Ourobra,2025-09-13,2w,38083.0,37306.636848985814,37282.5,36441.0,True,True,True
Ourobra,2025-09-13,1m,40027.5,37291.18131624487,37282.5,36441.0,True,False,False
Ourobra,2025-09-13,3m,40597.5,37028.95575663337,37282.5,36441.0,True,False,True
Ourobra,2025-09-13,6m,37412.0,36848.79308169357,37282.5,36441.0,True,True,True
Ourobra,2025-08-04,2w,35872.5,34822.187973704655,34952.5,34195.5,True,True,True
Ourobra,2025-08-04,1m,36654.5,34634.20930675293,34952.5,34195.5,True,False,True
Ourobra,2025-08-04,3m,40353.5,33965.06824162038,34952.5,34195.5,True,False,False
Ourobra,2025-08-04,6m,37928.5,32883.10460685174,34952.5,34195.5,True,False,True
Pacera,2026-01-11,2w,41060.0,41921.781778968085,41916.0,42163.5,False,True,True
Pacera,2026-01-11,1m,40991.0,41938.92182941752,41916.0,42163.5,False,True,True
Pacera,2026-01-11,3m,39366.5,41916.94007902741,41916.0,42163.5,False,True,True
Pacera,2026-01-11,6m,42580.0,41866.99193842906,41916.0,42163.5,False,True,True
Pacera,2025-12-02,2w,43396.5,46078.18791098014,46048.0,44823.5,False,False,False
Pacera,2025-12-02,1m,42058.0,46119.923991741845,46048.0,44823.5,False,False,False
Pacera,2025-12-02,3m,40645.0,46222.343117892735,46048.0,44823.5,False,False,True
Pacera,2025-12-02,6m,40566.5,46117.409443865006,46048.0,44823.5,False,True,True
Pacera,2025-10-23,2w,44819.5,43796.11206166935,43718.0,43029.5,False,True,True
Pacera,2025-10-23,1m,43172.0,43831.712327146946,43718.0,43029.5,False,True,True
Pacera,2025-10-23,3m,40583.5,43905.193355624506,43718.0,43029.5,False,True,True
Pacera,2025-10-23,6m,40235.5,43989.06120510491,43718.0,43029.5,False,True,True
