world,origin,h,actual,model,rw,snaive,is_sa,in80,in90
Pacera,2025-09-13,2w,41541.0,40695.10949454739,40652.0,40168.0,False,True,True
Pacera,2025-09-13,1m,42224.5,40678.10608465722,40652.0,40168.0,False,True,True
Pacera,2025-09-13,3m,44198.0,40557.23179529303,40652.0,40168.0,False,True,True
Pacera,2025-09-13,6m,40057.0,40446.760498580275,40652.0,40168.0,False,True,True
Pacera,2025-08-04,2w,40745.5,40280.58585544428,40223.0,40516.0,False,True,True
Pacera,2025-08-04,1m,40844.5,40328.98642402436,40223.0,40516.0,False,True,True
Pacera,2025-08-04,3m,45203.0,40213.79708261868,40223.0,40516.0,False,False,True
Pacera,2025-08-04,6m,37316.5,40178.930860523076,40223.0,40516.0,False,True,True
Peloria,2026-01-11,2w,38359.5,38073.98420841129,38024.0,37911.5,False,True,True
Peloria,2026-01-11,1m,38337.0,38119.4768371387,38024.0,37911.5,False,True,True
Peloria,2026-01-11,3m,37993.5,38167.60016493799,38024.0,37911.5,False,True,True
Peloria,2026-01-11,6m,36418.0,38385.19765574802,38024.0,37911.5,False,True,True
Peloria,2025-12-02,2w,40356.5,39902.29613464484,39794.5,39935.0,False,True,True
Peloria,2025-12-02,1m,38178.5,39952.55030700762,39794.5,39935.0,False,True,True
Peloria,2025-12-02,3m,37928.0,39953.3419569517,39794.5,39935.0,False,True,True
Peloria,2025-12-02,6m,36975.0,39933.91597528255,39794.5,39935.0,False,True,True
Peloria,2025-10-23,2w,39892.0,40440.467301389,40313.5,40123.5,False,True,True
Peloria,2025-10-23,1m,40220.5,40397.16512231711,40313.5,40123.5,False,True,True
Peloria,2025-10-23,3m,38430.0,40562.38462559845,40313.5,40123.5,False,True,True
Peloria,2025-10-23,6m,37216.5,40540.14899206901,40313.5,40123.5,False,True,True
Peloria,2025-09-13,2w,37821.0,36013.15066829204,36018.0,35727.0,False,False,True
Peloria,2025-09-13,1m,39642.5,35981.31980827478,36018.0,35727.0,False,False,False
Peloria,2025-09-13,3m,40229.0,35840.41546945354,36018.0,35727.0,False,False,True
Peloria,2025-09-13,6m,37224.5,35542.40913751816,36018.0,35727.0,False,True,True
Peloria,2025-08-04,2w,36217.5,34619.003842445374,34579.5,33546.5,False,False,True
Peloria,2025-08-04,1m,35627.0,34580.63071514567,34579.5,33546.5,False,True,True
Peloria,2025-08-04,3m,39565.5,34634.26814330081,34579.5,33546.5,False,False,True
Peloria,2025-08-04,6m,38188.5,34536.54552689183,34579.5,33546.5,False,True,True
Peloria,2025-06-25,2w,32452.5,33566.97204046121,33515.0,32819.0,False,True,True
Peloria,2025-06-25,1m,33687.0,33671.15210825047,33515.0,32819.0,False,True,True
Peloria,2025-06-25,3m,36679.0,33879.29964593881,33515.0,32819.0,False,True,True
Peloria,2025-06-25,6m,39001.5,34286.35918623301,33515.0,32819.0,False,True,True
Peloria,2025-05-16,2w,34769.5,34026.548781597405,33951.5,33953.0,False,True,True
Peloria,2025-05-16,1m,33397.5,34080.59515662282,33951.5,33953.0,False,True,True
Peloria,2025-05-16,3m,35409.0,34176.95603043772,33951.5,33953.0,False,True,True
Peloria,2025-05-16,6m,39532.0,34568.921005504206,33951.5,33953.0,False,True,True
Peloria,2025-04-06,2w,36636.0,37322.809398247686,37217.0,35623.0,False,True,True
Peloria,2025-04-06,1m,34391.5,37370.59942700561,37217.0,35623.0,False,False,True
Peloria,2025-04-06,3m,32725.5,37539.28501807939,37217.0,35623.0,False,True,True
Peloria,2025-04-06,6m,38410.0,37793.56193682726,37217.0,35623.0,False,True,True
Peloria,2025-02-25,2w,37673.5,37555.75830114023,37339.5,38710.0,False,True,True
Peloria,2025-02-25,1m,37318.0,37710.39872485486,37339.5,38710.0,False,True,True
Peloria,2025-02-25,3m,33616.5,38152.374002013836,37339.5,38710.0,False,True,True
Peloria,2025-02-25,6m,36440.5,38851.06059899322,37339.5,38710.0,False,True,True
Peloria,2025-01-16,2w,38606.5,38345.75500418706,38204.5,38739.0,False,True,True
Peloria,2025-01-16,1m,38969.5,38496.91767109755,38204.5,38739.0,False,True,True
Peloria,2025-01-16,3m,36689.0,38809.886320245336,38204.5,38739.0,False,True,True
Peloria,2025-01-16,6m,33003.5,39480.58770125687,38204.5,38739.0,False,True,True
Peloria,2024-12-07,2w,37936.0,38963.2557310431,38757.0,39169.0,False,True,True
Peloria,2024-12-07,1m,37876.0,39196.49802382001,38757.0,39169.0,False,True,True
Peloria,2024-12-07,3m,37688.5,39662.25195563958,38757.0,39169.0,False,True,True
Peloria,2024-12-07,6m,33801.0,40415.04853319909,38757.0,39169.0,False,True,True
Peloria,2024-10-28,2w,38015.5,38160.01679066806,37888.5,38549.0,False,True,True
Peloria,2024-10-28,1m,38746.5,38247.27964108859,37888.5,38549.0,False,True,True
Peloria,2024-10-28,3m,37666.0,38895.57385262543,37888.5,38549.0,False,True,True
Peloria,2024-10-28,6m,36184.0,39737.25580471693,37888.5,38549.0,False,True,True
Peloria,2024-09-18,2w,37408.0,35112.98781798236,35023.0,33852.5,False,False,True
Peloria,2024-09-18,1m,39460.5,35229.062972198924,35023.0,33852.5,False,False,False
Peloria,2024-09-18,3m,39487.5,35320.99018081224,35023.0,33852.5,False,True,True
Peloria,2024-09-18,6m,37512.5,35213.49426793963,35023.0,33852.5,False,True,True
Quidera,2026-01-11,2w,38343.0,38512.711676379244,38438.0,38391.0,False,True,True
Quidera,2026-01-11,1m,38278.0,38587.082462540384,38438.0,38391.0,False,True,True
Quidera,2026-01-11,3m,37601.5,38600.81627235265,38438.0,38391.0,False,True,True
Quidera,2026-01-11,6m,36737.0,38905.20975256474,38438.0,38391.0,False,True,True
Quidera,2025-12-02,2w,40208.5,40675.80303418035,40606.0,40484.0,False,True,True
Quidera,2025-12-02,1m,38650.0,40809.06224630184,40606.0,40484.0,False,True,True
Quidera,2025-12-02,3m,38276.5,41099.34083846367,40606.0,40484.0,False,True,True
Quidera,2025-12-02,6m,36942.0,41294.45878300451,40606.0,40484.0,False,True,True
Quidera,2025-10-23,2w,39842.0,40059.770737729625,39977.0,39910.5,False,True,True
Quidera,2025-10-23,1m,39846.0,40199.50463010041,39977.0,39910.5,False,True,True
Quidera,2025-10-23,3m,38302.0,40390.70800525277,39977.0,39910.5,False,True,True
Quidera,2025-10-23,6m,37152.5,40760.82641612149,39977.0,39910.5,False,True,True
Quidera,2025-09-13,2w,37187.5,36355.87198784352,36325.5,35867.0,False,True,True
Quidera,2025-09-13,1m,39302.0,36390.691813188714,36325.5,35867.0,False,False,False
Quidera,2025-09-13,3m,40569.5,36487.993129096576,36325.5,35867.0,False,False,True
Quidera,2025-09-13,6m,37881.0,36657.543870096946,36325.5,35867.0,False,True,True
Quidera,2025-08-04,2w,35915.5,34758.34144897154,34870.0,32988.5,False,True,True
Quidera,2025-08-04,1m,36365.5,34720.05328958025,34870.0,32988.5,False,True,True
Quidera,2025-08-04,3m,40674.5,34173.53235221615,34870.0,32988.5,False,False,False
Quidera,2025-08-04,6m,38187.0,33648.00037249002,34870.0,32988.5,False,True,True
Rasteibra,2026-01-11,2w,38196.0,38034.33145205462,38008.0,38557.5,True,True,True
Rasteibra,2026-01-11,1m,38200.0,38027.404019607435,38008.0,38557.5,True,True,True
Rasteibra,2026-01-11,3m,38539.0,38196.33940158752,38008.0,38557.5,True,True,True
Rasteibra,2026-01-11,6m,38105.0,38197.15161541283,38008.0,38557.5,True,True,True
Rasteibra,2025-12-02,2w,40032.5,41083.40147935433,41111.5,40308.0,True,True,True
Rasteibra,2025-12-02,1m,39052.0,41101.57971775307,41111.5,40308.0,True,False,True
Rasteibra,2025-12-02,3m,37651.5,40978.92824210637,41111.5,40308.0,True,True,True
Rasteibra,2025-12-02,6m,37238.0,40970.82557906883,41111.5,40308.0,True,True,True
Rasteibra,2025-10-23,2w,39907.5,40697.174865543806,40705.0,38947.0,True,True,True
Rasteibra,2025-10-23,1m,40408.5,40614.48858200791,40705.0,38947.0,True,True,True
Rasteibra,2025-10-23,3m,38803.0,40568.400233764005,40705.0,38947.0,True,True,True
Rasteibra,2025-10-23,6m,37438.0,40576.12547497623,40705.0,38947.0,True,True,True
Rasteibra,2025-09-13,2w,37850.5,37223.02703718882,37243.0,36325.5,True,True,True
Rasteibra,2025-09-13,1m,39995.5,37122.21201839601,37243.0,36325.5,True,False,False
Rasteibra,2025-09-13,3m,40578.5,37027.46759604356,37243.0,36325.5,True,True,True
Rasteibra,2025-09-13,6m,37194.0,36707.28469939786,37243.0,36325.5,True,True,True
Rasteibra,2025-08-04,2w,35717.0,35002.10465768095,35109.0,34210.5,True,True,True
Rasteibra,2025-08-04,1m,36207.5,34861.755654155655,35109.0,34210.5,True,True,True
Rasteibra,2025-08-04,3m,40534.5,34366.25274957658,35109.0,34210.5,True,False,False
Rasteibra,2025-08-04,6m,37449.0,33698.206146326746,35109.0,34210.5,True,True,True
Refugia,2026-01-11,2w,40982.5,41246.667978333004,41160.5,41518.5,False,True,True
Refugia,2026-01-11,1m,41265.0,41254.52662807152,41160.5,41518.5,False,True,True
Refugia,2026-01-11,3m,40997.5,41193.866227242295,41160.5,41518.5,False,True,True
Refugia,2026-01-11,6m,41189.5,41285.32977610125,41160.5,41518.5,False,True,True
Refugia,2025-12-02,2w,43994.5,44883.40881262896,44769.5,43243.5,False,True,True
Refugia,2025-12-02,1m,41715.0,44919.914740853885,44769.5,43243.5,False,False,False
Refugia,2025-12-02,3m,41958.0,45137.63884527983,44769.5,43243.5,False,True,True
Refugia,2025-12-02,6m,40317.0,45192.49324519532,44769.5,43243.5,False,False,True
Refugia,2025-10-23,2w,44336.0,42721.8499877121,42635.0,42589.0,False,False,True
Refugia,2025-10-23,1m,44444.5,42850.61072337414,42635.0,42589.0,False,True,True
Refugia,2025-10-23,3m,40884.5,43035.092185311456,42635.0,42589.0,False,True,True
Refugia,2025-10-23,6m,40882.0,43108.75570747242,42635.0,42589.0,False,True,True
Refugia,2025-09-13,2w,41058.5,40128.04843288576,39986.0,39851.5,False,True,True
Refugia,2025-09-13,1m,42165.0,40207.9942550149,39986.0,39851.5,False,False,False
Refugia,2025-09-13,3m,43781.5,40366.43435582191,39986.0,39851.5,False,False,True
Refugia,2025-09-13,6m,40620.5,40740.141233545815,39986.0,39851.5,False,True,True
Refugia,2025-08-04,2w,39745.0,39553.046473471855,39420.5,39522.5,False,True,True
Refugia,2025-08-04,1m,40714.5,39563.831511471726,39420.5,39522.5,False,True,True
Refugia,2025-08-04,3m,44177.0,39676.970092031435,39420.5,39522.5,False,False,False
Refugia,2025-08-04,6m,41555.5,39678.488423333765,39420.5,39522.5,False,True,True
Secura,2026-01-11,2w,41534.0,41812.12899215321,41762.5,41618.5,False,True,True
Secura,2026-01-11,1m,42100.0,41840.6585544703,41762.5,41618.5,False,True,True
Secura,2026-01-11,3m,41792.0,41763.17198050587,41762.5,41618.5,False,True,True
Secura,2026-01-11,6m,41904.0,41593.38142538488,41762.5,41618.5,False,True,True
Secura,2025-12-02,2w,44385.0,44960.26628376354,44884.5,44477.5,False,True,True
Secura,2025-12-02,1m,42416.0,44910.86816999315,44884.5,44477.5,False,False,False
Secura,2025-12-02,3m,41531.0,44942.33640026183,44884.5,44477.5,False,False,True
Secura,2025-12-02,6m,41093.0,44930.66221947639,44884.5,44477.5,False,False,True
Secura,2025-10-23,2w,44463.0,44690.3448115544,44622.5,43589.0,False,True,True
Secura,2025-10-23,1m,44303.5,44661.153497950385,44622.5,43589.0,False,True,True
Secura,2025-10-23,3m,41925.5,44599.93925361478,44622.5,43589.0,False,False,True
Secura,2025-10-23,6m,41225.0,44487.230173023534,44622.5,43589.0,False,True,True
Secura,2025-09-13,2w,42107.5,41257.65678388547,41284.0,40385.5,False,True,True
Secura,2025-09-13,1m,43445.5,41188.294803306446,41284.0,40385.5,False,False,False
Secura,2025-09-13,3m,44981.5,40967.01056960372,41284.0,40385.5,False,False,False
Secura,2025-09-13,6m,40741.5,40749.354684151695,41284.0,40385.5,False,True,True
Secura,2025-08-04,2w,40342.0,40534.924270365525,40566.0,40106.0,False,True,True
Secura,2025-08-04,1m,41468.0,40533.043794901554,40566.0,40106.0,False,True,True
Secura,2025-08-04,3m,44146.5,40483.53903954639,40566.0,40106.0,False,False,True
Secura,2025-08-04,6m,42326.0,40498.055064639586,40566.0,40106.0,False,True,True
Secura,2025-06-25,2w,39897.5,39229.989780969314,39214.0,39490.0,False,True,True
Secura,2025-06-25,1m,40056.0,39231.11649502299,39214.0,39490.0,False,True,True
Secura,2025-06-25,3m,41744.5,39424.45694232861,39214.0,39490.0,False,True,True
Secura,2025-06-25,6m,43282.0,39719.936830541745,39214.0,39490.0,False,True,True
Secura,2025-05-16,2w,39484.0,40068.27300442766,40023.5,40046.5,False,True,True
Secura,2025-05-16,1m,39759.5,40114.34264585908,40023.5,40046.5,False,True,True
Secura,2025-05-16,3m,40142.0,40231.00134297571,40023.5,40046.5,False,True,True
Secura,2025-05-16,6m,43787.5,40331.0799256417,40023.5,40046.5,False,True,True
Secura,2025-04-06,2w,40622.5,40485.49285737839,40452.5,41049.0,False,True,True
Secura,2025-04-06,1m,39876.5,40515.46527087898,40452.5,41049.0,False,True,True
Secura,2025-04-06,3m,39546.0,40586.249084552284,40452.5,41049.0,False,True,True
Secura,2025-04-06,6m,43055.5,40601.771031306904,40452.5,41049.0,False,True,True
Secura,2025-02-25,2w,40838.0,42226.482570092325,42219.0,42156.0,False,False,True
Secura,2025-02-25,1m,40514.5,42215.638146772195,42219.0,42156.0,False,True,True
Secura,2025-02-25,3m,39356.5,42239.01395809786,42219.0,42156.0,False,True,True
Secura,2025-02-25,6m,40385.0,41999.76566262398,42219.0,42156.0,False,True,True
Secura,2025-01-16,2w,41680.5,41726.967105447235,41717.0,41408.5,False,True,True
Secura,2025-01-16,1m,41958.0,41678.08393857643,41717.0,41408.5,False,True,True
Secura,2025-01-16,3m,40648.0,41637.37043856963,41717.0,41408.5,False,True,True
Secura,2025-01-16,6m,39888.0,41253.40669193145,41717.0,41408.5,False,True,True
Secura,2024-12-07,2w,42725.0,42595.79130937852,42592.0,42831.0,False,True,True
Secura,2024-12-07,1m,41062.5,42588.44499970093,42592.0,42831.0,False,True,True
Secura,2024-12-07,3m,41118.0,42651.12763264208,42592.0,42831.0,False,True,True
Secura,2024-12-07,6m,39739.0,42611.19348385824,42592.0,42831.0,False,True,True
Secura,2024-10-28,2w,42259.0,41802.546745452026,41737.5,42435.0,False,True,True
Secura,2024-10-28,1m,42889.0,41834.41446739767,41737.5,42435.0,False,True,True
Secura,2024-10-28,3m,41669.0,41884.77098513486,41737.5,42435.0,False,True,True
Secura,2024-10-28,6m,39349.0,42041.99204967929,41737.5,42435.0,False,True,True
Secura,2024-09-18,2w,41552.0,40855.97947656273,40912.5,39820.5,False,True,True
Secura,2024-09-18,1m,43001.0,40723.41482619973,40912.5,39820.5,False,False,True
Secura,2024-09-18,3m,42742.0,40337.406528993604,40912.5,39820.5,False,True,True
Secura,2024-09-18,6m,40668.5,39723.98286089841,40912.5,39820.5,False,True,True
Serdebra,2026-01-11,2w,38485.0,38254.77284336074,38308.5,38737.0,True,True,True
Serdebra,2026-01-11,1m,38802.5,38218.31905504228,38308.5,38737.0,True,True,True
Serdebra,2026-01-11,3m,37765.0,38108.09675320583,38308.5,38737.0,True,True,True
Serdebra,2026-01-11,6m,38130.0,38027.80738856933,38308.5,38737.0,True,True,True
Serdebra,2025-12-02,2w,39876.5,41421.4304517275,41448.5,40565.0,True,False,True
Serdebra,2025-12-02,1m,39354.0,41332.450627931714,41448.5,40565.0,True,False,True
Serdebra,2025-12-02,3m,37864.5,41146.672621670936,41448.5,40565.0,True,False,True
Serdebra,2025-12-02,6m,37561.0,40998.73749022183,41448.5,40565.0,True,True,True
Serdebra,2025-10-23,2w,39943.0,40084.200605784936,40149.5,40502.0,True,True,True
Serdebra,2025-10-23,1m,40966.0,40094.21141769939,40149.5,40502.0,True,True,True
Serdebra,2025-10-23,3m,38497.0,40152.89357150982,40149.5,40502.0,True,True,True
Serdebra,2025-10-23,6m,37941.0,40117.775633576326,40149.5,40502.0,True,True,True
Serdebra,2025-09-13,2w,37708.5,36946.84438221776,37027.5,35992.5,True,True,True
Serdebra,2025-09-13,1m,39816.5,36825.65919215376,37027.5,35992.5,True,False,False
Serdebra,2025-09-13,3m,40384.0,36511.06819508128,37027.5,35992.5,True,False,True
Serdebra,2025-09-13,6m,37716.5,36200.89324093198,37027.5,35992.5,True,True,True
Serdebra,2025-08-04,2w,35666.5,33856.080469499255,34042.5,34204.5,True,False,False
Serdebra,2025-08-04,1m,36502.5,33651.371750283615,34042.5,34204.5,True,False,False
Serdebra,2025-08-04,3m,40830.5,32951.42820216315,34042.5,34204.5,True,False,False
Serdebra,2025-08-04,6m,38197.5,31893.853386599254,34042.5,34204.5,True,False,False
Solidera,2026-01-11,2w,38156.0,38308.856635036434,38238.0,37969.5,False,True,True
Solidera,2026-01-11,1m,38158.0,38289.91755036458,38238.0,37969.5,False,True,True
Solidera,2026-01-11,3m,37220.5,38296.81300409917,38238.0,37969.5,False,True,True
Solidera,2026-01-11,6m,37912.5,38573.864968358845,38238.0,37969.5,False,True,True
Solidera,2025-12-02,2w,39783.5,39693.16762211984,39673.0,38830.0,False,True,True
Solidera,2025-12-02,1m,38220.5,39709.71304358526,39673.0,38830.0,False,True,True
Solidera,2025-12-02,3m,37533.0,39684.18837352972,39673.0,38830.0,False,True,True
Solidera,2025-12-02,6m,37132.0,39490.64379570451,39673.0,38830.0,False,True,True
Solidera,2025-10-23,2w,39804.5,40762.23831861645,40646.5,39691.0,False,True,True
Solidera,2025-10-23,1m,40390.0,40665.676398070966,40646.5,39691.0,False,True,True
Solidera,2025-10-23,3m,38081.0,40598.11116084055,40646.5,39691.0,False,True,True
Solidera,2025-10-23,6m,37257.5,40243.022429155346,40646.5,39691.0,False,True,True
Solidera,2025-09-13,2w,37891.0,36977.377174816604,37007.5,36013.5,False,True,True
Solidera,2025-09-13,1m,39659.0,36926.42254383942,37007.5,36013.5,False,False,True
Solidera,2025-09-13,3m,39487.5,36579.540485561796,37007.5,36013.5,False,True,True
Solidera,2025-09-13,6m,36471.0,35967.3888650468,37007.5,36013.5,False,True,True
Solidera,2025-08-04,2w,36847.0,33709.2387343376,33707.5,33741.0,False,False,False
Solidera,2025-08-04,1m,35311.5,33515.64399540349,33707.5,33741.0,False,True,True
Solidera,2025-08-04,3m,40027.5,32987.62322084467,33707.5,33741.0,False,False,False
Solidera,2025-08-04,6m,37894.5,32439.367529708674,33707.5,33741.0,False,False,True
Talera,2026-01-11,2w,37977.5,37439.49374073131,37387.0,38478.5,False,True,True
Talera,2026-01-11,1m,38326.5,37521.438333890605,37387.0,38478.5,False,True,True
Talera,2026-01-11,3m,36700.5,37702.241175909076,37387.0,38478.5,False,True,True
Talera,2026-01-11,6m,37154.0,37986.53243673923,37387.0,38478.5,False,True,True
Talera,2025-12-02,2w,39459.0,40163.96952118595,40174.0,39807.0,False,True,True
Talera,2025-12-02,1m,38228.0,40074.822905441615,40174.0,39807.0,False,True,True
Talera,2025-12-02,3m,37578.0,40049.22359669718,40174.0,39807.0,False,True,True
Talera,2025-12-02,6m,36611.5,40100.598049799955,40174.0,39807.0,False,True,True
Talera,2025-10-23,2w,39474.0,40790.22070741512,40818.0,39688.0,False,True,True
Talera,2025-10-23,1m,39900.5,40755.07918421187,40818.0,39688.0,False,True,True
Talera,2025-10-23,3m,37841.5,40678.55224424812,40818.0,39688.0,False,True,True
Talera,2025-10-23,6m,37419.5,40559.419268498095,40818.0,39688.0,False,True,True
Talera,2025-09-13,2w,38259.0,36201.737635657366,36279.0,34625.5,False,False,True
Talera,2025-09-13,1m,40663.5,36116.66598188698,36279.0,34625.5,False,False,False
Talera,2025-09-13,3m,40417.5,35940.48709110667,36279.0,34625.5,False,False,True
Talera,2025-09-13,6m,36823.0,35384.19592663273,36279.0,34625.5,False,True,True
Talera,2025-08-04,2w,36463.5,34554.89481619018,34637.5,34651.5,False,False,True
Talera,2025-08-04,1m,35935.0,34403.523628079696,34637.5,34651.5,False,True,True
Talera,2025-08-04,3m,40603.5,33979.72942684028,34637.5,34651.5,False,False,False
Talera,2025-08-04,6m,38021.5,33247.76479640643,34637.5,34651.5,False,True,True
Thyria,2026-01-11,2w,38357.5,37805.836490850255,37857.5,37870.0,False,True,True
Thyria,2026-01-11,1m,38130.0,37778.414594140166,37857.5,37870.0,False,True,True
Thyria,2026-01-11,3m,37543.5,37609.75380311339,37857.5,37870.0,False,True,True
Thyria,2026-01-11,6m,37227.5,37573.032827824354,37857.5,37870.0,False,True,True
Thyria,2025-12-02,2w,40217.0,40799.05954686918,40735.5,40562.5,False,True,True
Thyria,2025-12-02,1m,37933.5,40784.317704836256,40735.5,40562.5,False,False,True
Thyria,2025-12-02,3m,37941.5,40888.81325139104,40735.5,40562.5,False,True,True
Thyria,2025-12-02,6m,37347.0,41144.30241837877,40735.5,40562.5,False,True,True
Thyria,2025-10-23,2w,39395.5,39959.41252821232,39945.0,39655.5,False,True,True
Thyria,2025-10-23,1m,40375.5,39965.37206992619,39945.0,39655.5,False,True,True
Thyria,2025-10-23,3m,38294.5,40164.13646508405,39945.0,39655.5,False,True,True
Thyria,2025-10-23,6m,37313.5,40119.058660634604,39945.0,39655.5,False,True,True
Thyria,2025-09-13,2w,36642.0,35910.85796399611,35883.5,35229.0,False,True,True
Thyria,2025-09-13,1m,39305.0,35886.324724056125,35883.5,35229.0,False,False,False
Thyria,2025-09-13,3m,40165.0,35946.53927147456,35883.5,35229.0,False,False,True
Thyria,2025-09-13,6m,36900.5,35996.29408476936,35883.5,35229.0,False,True,True
Thyria,2025-08-04,2w,36594.5,34313.57890819829,34402.0,33498.5,False,False,False
Thyria,2025-08-04,1m,36349.5,34285.9884709715,34402.0,33498.5,False,False,True
Thyria,2025-08-04,3m,39990.0,33999.225170263875,34402.0,33498.5,False,False,False
Thyria,2025-08-04,6m,37341.0,33490.294756128016,34402.0,33498.5,False,True,True
Ustebra,2026-01-11,2w,39062.0,40170.121078804295,40106.5,40888.5,True,True,True
Ustebra,2026-01-11,1m,38445.0,40213.00653589805,40106.5,40888.5,True,True,True
Ustebra,2026-01-11,3m,38003.5,40293.763668004154,40106.5,40888.5,True,True,True
Ustebra,2026-01-11,6m,37763.0,40179.34274573929,40106.5,40888.5,True,True,True
Ustebra,2025-12-02,2w,41908.5,44215.07639959817,44170.5,43326.0,True,False,False
Ustebra,2025-12-02,1m,41343.0,44212.6184987477,44170.5,43326.0,True,False,True
Ustebra,2025-12-02,3m,38328.5,44155.68478662144,44170.5,43326.0,True,False,False
Ustebra,2025-12-02,6m,37333.5,43978.36507129369,44170.5,43326.0,True,False,True
Ustebra,2025-10-23,2w,42786.0,43097.504934749406,43074.5,43871.0,True,True,True
Ustebra,2025-10-23,1m,42934.0,43147.19749849453,43074.5,43871.0,True,True,True
Ustebra,2025-10-23,3m,39070.0,43111.778769797136,43074.5,43871.0,True,False,True
Ustebra,2025-10-23,6m,37400.0,43104.41795322351,43074.5,43871.0,True,False,True
Ustebra,2025-09-13,2w,40743.0,39265.7338463637,39244.5,39265.5,True,False,True
Ustebra,2025-09-13,1m,42469.5,39231.281456968674,39244.5,39265.5,True,False,False
Ustebra,2025-09-13,3m,42988.0,39107.09079826415,39244.5,39265.5,True,False,True
Ustebra,2025-09-13,6m,37178.5,38941.690910147765,39244.5,39265.5,True,True,True
Ustebra,2025-08-04,2w,38555.5,37777.427277312745,37804.5,37335.5,True,True,True
Ustebra,2025-08-04,1m,39018.0,37700.81176298905,37804.5,37335.5,True,True,True
Ustebra,2025-08-04,3m,43244.0,37296.960748413316,37804.5,37335.5,True,False,False
Ustebra,2025-08-04,6m,39207.5,36673.66374882461,37804.5,37335.5,True,True,True
Vunira,2026-01-11,2w,38251.0,38063.34610169049,38079.0,38183.0,False,True,True
Vunira,2026-01-11,1m,38487.5,38132.885585597294,38079.0,38183.0,False,True,True
Vunira,2026-01-11,3m,37400.0,38055.19434356246,38079.0,38183.0,False,True,True
Vunira,2026-01-11,6m,37315.5,38013.38834487468,38079.0,38183.0,False,True,True
Vunira,2025-12-02,2w,39182.0,40799.21356600155,40828.0,40004.5,False,False,True
Vunira,2025-12-02,1m,38878.0,40876.30031266083,40828.0,40004.5,False,True,True
Vunira,2025-12-02,3m,37566.5,40819.24562893356,40828.0,40004.5,False,True,True
Vunira,2025-12-02,6m,36701.0,40769.42475025379,40828.0,40004.5,False,True,True
Vunira,2025-10-23,2w,39645.0,40667.23341589788,40637.5,40501.0,False,True,True
Vunira,2025-10-23,1m,39932.0,40694.826824231925,40637.5,40501.0,False,True,True
Vunira,2025-10-23,3m,38355.0,40735.84687862297,40637.5,40501.0,False,True,True
Vunira,2025-10-23,6m,37539.0,40613.53805870992,40637.5,40501.0,False,True,True
Vunira,2025-09-13,2w,37902.5,36185.08473306341,36283.5,36185.0,False,False,True
Vunira,2025-09-13,1m,39542.0,36193.136360354925,36283.5,36185.0,False,False,False
Vunira,2025-09-13,3m,40133.0,36179.92976061658,36283.5,36185.0,False,True,True
Vunira,2025-09-13,6m,36502.0,36014.33673848471,36283.5,36185.0,False,True,True
Vunira,2025-08-04,2w,36004.0,34864.64918561104,34914.0,33482.0,False,True,True
Vunira,2025-08-04,1m,35962.5,34873.844497543076,34914.0,33482.0,False,True,True
Vunira,2025-08-04,3m,40465.0,34916.76988738203,34914.0,33482.0,False,False,False
Vunira,2025-08-04,6m,37556.0,35016.629754714224,34914.0,33482.0,False,True,True
Vunira,2025-06-25,2w,33158.0,33270.175862755015,33262.5,32463.0,False,True,True
Vunira,2025-06-25,1m,33593.0,33272.1167730351,33262.5,32463.0,False,True,True
Vunira,2025-06-25,3m,36894.0,33354.09613183608,33262.5,32463.0,False,True,True
Vunira,2025-06-25,6m,38897.5,33461.94902365934,33262.5,32463.0,False,True,True
Vunira,2025-05-16,2w,33071.0,33711.13958099288,33649.5,34550.5,False,True,True
Vunira,2025-05-16,1m,33291.0,33808.136025818894,33649.5,34550.5,False,True,True
Vunira,2025-05-16,3m,35207.0,33653.418439249595,33649.5,34550.5,False,True,True
Vunira,2025-05-16,6m,39579.0,33675.432724878454,33649.5,34550.5,False,True,True
Vunira,2025-04-06,2w,36698.5,37134.02786687855,37048.0,37054.5,False,True,True
Vunira,2025-04-06,1m,34575.0,37227.81356149321,37048.0,37054.5,False,True,True
Vunira,2025-04-06,3m,32857.5,37329.86970878902,37048.0,37054.5,False,True,True
Vunira,2025-04-06,6m,39064.5,37513.89659084959,37048.0,37054.5,False,True,True
Vunira,2025-02-25,2w,37385.0,38889.35747810135,38745.0,38099.5,False,True,True
Vunira,2025-02-25,1m,37479.5,39008.62235302184,38745.0,38099.5,False,True,True
Vunira,2025-02-25,3m,33380.0,39211.112577688305,38745.0,38099.5,False,False,True
Vunira,2025-02-25,6m,36454.5,39678.342140240115,38745.0,38099.5,False,True,True
Vunira,2025-01-16,2w,38756.5,38261.061246891535,38177.5,38233.5,False,True,True
Vunira,2025-01-16,1m,38848.5,38326.977681630815,38177.5,38233.5,False,True,True
Vunira,2025-01-16,3m,37219.0,38499.57427090965,38177.5,38233.5,False,True,True
Vunira,2025-01-16,6m,33017.0,38768.25345776655,38177.5,38233.5,False,True,True
Vunira,2024-12-07,2w,38818.0,39982.27670226292,39859.5,39878.5,False,True,True
Vunira,2024-12-07,1m,38266.0,40042.28943768064,39859.5,39878.5,False,True,True
Vunira,2024-12-07,3m,38328.0,40092.448572716814,39859.5,39878.5,False,True,True
Vunira,2024-12-07,6m,33746.0,40157.952324242746,39859.5,39878.5,False,True,True
Vunira,2024-10-28,2w,38276.5,38472.696155566315,38271.5,39102.5,False,True,True
