horizon,decile,cost_basis,n,mean_abs_dev_pct,gross_pct,cost_pct,net_pct,share_profitable,t_naive,t_stat,independent_windows
21,7,above the fee cap,2497,6.289242956588225,0.2704869373921709,0.2205678226341351,0.049919114758035815,0.4933920704845815,1.1193311252846023,0.45299022612360296,38
21,8,small offer,2497,7.204085978787432,0.47023040190917836,4.0,-3.5297695980908212,0.048858630356427714,-78.10949576989255,-20.60253950378946,39
21,8,above the fee cap,2497,7.204085978787432,0.47023040190917836,0.2205678226341351,0.24966257927504326,0.5314377252703244,5.524728353468778,1.4914386383875868,39
21,9,small offer,2497,8.33344191665866,0.8073753166447456,4.0,-3.1926246833552545,0.07288746495794954,-65.92216647927695,-14.221778623396515,39
21,9,above the fee cap,2497,8.33344191665866,0.8073753166447456,0.2205678226341351,0.5868074940106105,0.6023227873448138,12.11655773794264,3.031174603526015,39
21,10,small offer,2497,10.955008317482196,1.5924785329889297,4.0,-2.40752146701107,0.15618742490989188,-36.89222810362639,-4.542362318638005,39
21,10,above the fee cap,2497,10.955008317482196,1.5924785329889297,0.2205678226341351,1.3719107103547952,0.6776131357629155,21.022800235734923,5.428872385034975,39
30,1,small offer,2448,2.1276740561041945,-0.34447793865884935,4.0,-4.34447793865885,0.026552287581699346,-98.39376377103969,-25.95636610446926,23
30,1,above the fee cap,2448,2.1276740561041945,-0.34447793865884935,0.2205678226341351,-0.5650457612929844,0.3758169934640523,-12.7971599675454,-4.081583820863986,23
30,2,small offer,2448,2.754608997331159,-0.24134488009901703,4.0,-4.241344880099017,0.024101307189542485,-99.11395827197403,-27.480390366080172,24
30,2,above the fee cap,2448,2.754608997331159,-0.24134488009901703,0.2205678226341351,-0.46191270273315216,0.4089052287581699,-10.794216843530906,-3.3301944903945895,24
30,3,small offer,2448,3.392392381646757,-0.053741228021330106,4.0,-4.05374122802133,0.02246732026143791,-93.66863577610808,-25.64320584731504,24
30,3,above the fee cap,2448,3.392392381646757,-0.053741228021330106,0.2205678226341351,-0.2743090506554652,0.46895424836601307,-6.3383805503732935,-2.397145385422978,24
30,4,small offer,2448,4.032538137657445,-0.08959170042689112,4.0,-4.089591700426891,0.02900326797385621,-86.36985016371995,-22.584532438646455,24
30,4,above the fee cap,2448,4.032538137657445,-0.08959170042689112,0.2205678226341351,-0.31015952306102623,0.46568627450980393,-6.550392678769221,-1.9595145718692397,24
30,5,small offer,2448,4.7106812739987385,-0.07721642118030632,4.0,-4.077216421180306,0.03308823529411765,-89.5125490256026,-21.013027064393633,26
30,5,above the fee cap,2448,4.7106812739987385,-0.07721642118030632,0.2205678226341351,-0.2977842438144414,0.4444444444444444,-6.5376531363463295,-1.6797541924139812,26
30,6,small offer,2448,5.4525984037663715,0.06441528052600781,4.0,-3.935584719473992,0.0392156862745098,-83.67061166575864,-20.230209847564815,25
30,6,above the fee cap,2448,5.4525984037663715,0.06441528052600781,0.2205678226341351,-0.15615254210812726,0.4571078431372549,-3.3198062404044473,-1.0012639778658678,25
30,7,small offer,2448,6.278239897270835,0.26159643723112014,4.0,-3.73840356276888,0.04820261437908497,-78.59448866686196,-15.148745793532552,26
30,7,above the fee cap,2448,6.278239897270835,0.26159643723112014,0.2205678226341351,0.04102861459698502,0.47549019607843135,0.862566849944751,0.6721501152376411,26
30,8,small offer,2448,7.1878975424499485,0.4536048859186521,4.0,-3.546395114081348,0.04861111111111111,-78.64975877675585,-16.11986730111689,27
30,8,above the fee cap,2448,7.1878975424499485,0.4536048859186521,0.2205678226341351,0.23303706328451704,0.5220588235294118,5.168151946915421,1.3619920799796272,27
30,9,small offer,2448,8.312119205048472,1.0191086644089378,4.0,-2.9808913355910622,0.09558823529411764,-60.32692810537207,-10.869835163069476,27
30,9,above the fee cap,2448,8.312119205048472,1.0191086644089378,0.2205678226341351,0.7985408417748028,0.622140522875817,16.160775596135508,3.248364783487222,27
30,10,small offer,2448,10.952437016963305,1.8990542685374294,4.0,-2.100945731462571,0.20220588235294118,-30.85712312041672,-3.2508524299874098,27
30,10,above the fee cap,2448,10.952437016963305,1.8990542685374294,0.2205678226341351,1.6784864459032944,0.7140522875816994,24.652356384823335,4.952617649120052,27
60,1,small offer,2295,2.1400465721821287,-0.3996603679117052,4.0,-4.399660367911705,0.027450980392156862,-95.2741349513648,-16.51800051252464,11
60,1,above the fee cap,2295,2.1400465721821287,-0.3996603679117052,0.2205678226341351,-0.6202281905458403,0.3525054466230937,-13.430969526121176,-2.986818894217829,11
60,2,small offer,2294,2.7905337218708333,-0.2910396841379649,4.0,-4.2910396841379645,0.03400174367916303,-86.59311256613097,-14.009094794054073,11
60,2,above the fee cap,2294,2.7905337218708333,-0.2910396841379649,0.2205678226341351,-0.5116075067721,0.4023539668700959,-10.324231348257486,-1.9440608862756248,11
60,3,small offer,2294,3.445093401335779,-0.10715478583772556,4.0,-4.107154785837725,0.03530950305143853,-80.43050599438548,-12.69806474609078,11
60,3,above the fee cap,2294,3.445093401335779,-0.10715478583772556,0.2205678226341351,-0.32772260847186063,0.47297297297297297,-6.417799328158333,-1.2243250134958092,11
60,4,small offer,2294,4.081603780586266,-0.33033632481571684,4.0,-4.3303363248157165,0.03836094158674804,-78.49654546249715,-12.443900928004362,11
60,4,above the fee cap,2294,4.081603780586266,-0.33033632481571684,0.2205678226341351,-0.5509041474498519,0.43417611159546643,-9.986308039853201,-1.6874927605427295,11
60,5,small offer,2294,4.746206780606578,-0.3309381578534113,4.0,-4.330938157853412,0.03792502179598954,-80.0881385885053,-11.973391912535238,12
60,5,above the fee cap,2294,4.746206780606578,-0.3309381578534113,0.2205678226341351,-0.5515059804875463,0.42284219703574544,-10.198503369895288,-1.2438887836443968,12
60,6,small offer,2294,5.46514822639894,-0.16453918938876114,4.0,-4.164539189388761,0.04097646033129904,-79.70296532813951,-11.812954153892944,12
60,6,above the fee cap,2294,5.46514822639894,-0.16453918938876114,0.2205678226341351,-0.38510701202289627,0.4420226678291194,-7.370364266253757,-0.8086353251289677,12
60,7,small offer,2294,6.265128768612113,0.2696617846116954,4.0,-3.7303382153883047,0.05797733217088056,-73.23786035782457,-9.09754921503814,12
60,7,above the fee cap,2294,6.265128768612113,0.2696617846116954,0.2205678226341351,0.04909396197756024,0.4873583260680035,0.9638634687044412,0.5401718227168353,12
60,8,small offer,2294,7.15611564730613,0.6815523400552753,4.0,-3.3184476599447246,0.07715780296425458,-65.8551998424565,-8.103980543319485,13
60,8,above the fee cap,2294,7.15611564730613,0.6815523400552753,0.2205678226341351,0.46098451742114027,0.5758500435919791,9.148321935429664,1.7014974231916,13
