scope,scope_value,n_test,n_dates,n_worlds,launch_rmse_pct,general_rmse_pct,zero_rmse_pct,launch_improvement_vs_general_pct,launch_improvement_vs_zero_pct,launch_mae_pct,general_mae_pct,zero_mae_pct,nw_t_launch_vs_general,nw_p_launch_vs_general,nw_t_launch_vs_zero,nw_p_launch_vs_zero,better_model
all,All launch holdout worlds,352,114,5,11.75316963619221,10.652865116046808,11.050728550070833,-10.328719158266377,-6.35651380756136,9.159024777204849,8.246247201415455,8.40374180132209,-2.1024736766224854,0.03551180317482294,-1.6672218774791963,0.09547029407730534,general
pvp_type,Open PvP,179,113,2,11.34053444416995,10.438925288395579,10.588704120076908,-8.636992131523774,-7.1003053401739695,8.470510529982676,7.582957388853777,7.604004656439205,-1.498623917450899,0.13397122436708542,-0.6449206296464848,0.518978622138746,general
pvp_type,Optional PvP,136,97,2,11.170578081307417,9.42439090694005,10.012690938321601,-18.52838227541566,-11.564195380826451,8.982929236845225,7.930965367183839,8.24010525863731,-1.4377690111014012,0.15049960474447444,-1.4023485767458252,0.16081118117443172,general
pvp_type,Retro Open PvP,37,37,1,15.275058125222046,15.032364142602733,15.83838071204712,-1.6144764743391358,3.5566930550961877,13.137215148601546,12.614009523146272,12.874215280759014,-0.31196564586638065,0.7550666319230801,0.40767435058296364,0.683512770737781,general
