gamma_pct,ssr,lr
3.1481000000000003,4.15282789432981,79.14343968678867
3.1751,4.152771161432749,78.7319193350238
3.2072999999999996,4.152824776052015,79.12082080354342
3.2344999999999997,4.1528766129147,79.49682705515191
3.2592999999999996,4.152951325665132,80.03876689838508
3.2807999999999997,4.152955786889152,80.07112703814443
3.3051999999999997,4.152906164267726,79.71118210878974
3.3312,4.152891804944759,79.60702466320288
3.3527,4.1528825324364,79.53976517004256
3.3778,4.152820406040006,79.08912228341826
3.4006000000000003,4.152843284549566,79.25507489274625
3.4246,4.152824730183087,79.12048808657583
3.4520000000000004,4.152835385235383,79.1977760640274
3.4803,4.152809022904551,79.00655304846643
3.5045,4.15287419180169,79.47926515845035
3.5277999999999996,4.152896056564018,79.63786440422551
3.5536,4.152896147132022,79.6385213524701
3.5775,4.1529302580116365,79.88594959790177
3.6008999999999998,4.152977763843346,80.23054008400288
3.6242000000000005,4.152989845582072,80.31817673977143
3.6496,4.153023680007637,80.56359968539684
3.6726,4.153015343136241,80.50312697155292
3.6998999999999995,4.153028043419967,80.59525033378662
3.7233,4.153012572498834,80.48302974860769
3.7485,4.153008883941663,80.45627426064405
3.7726999999999995,4.152961692751459,80.11396607264211
3.7948999999999997,4.152993996839984,80.34828849511895
3.8192999999999997,4.153037090422014,80.6608740839871
3.8448999999999995,4.153032472119178,80.62737455009804
3.8682000000000003,4.153037261554708,80.6621154199667
3.897,4.1530297796126305,80.60784406075287
3.9240999999999997,4.153029342075305,80.60467031988253
3.95,4.153019012427604,80.52974271216824
3.9732000000000003,4.153007192888605,80.44400796039903
3.9965,4.153031577549566,80.62088565881007
4.0213,4.153037306957115,80.66244475295578
4.0477,4.15303556864428,80.64983564701534
4.0706,4.153036089748085,80.65361554954222
4.0957,4.153035242194086,80.6474676928719
4.1201,4.153016185274665,80.50923554556182
4.1423000000000005,4.152996192955955,80.36421834294397
4.1723,4.152968207769553,80.16122370757147
4.1999,4.152936269748942,79.92955661215261
4.2299999999999995,4.1528761009044075,79.49311311373994
4.2555000000000005,4.152868715272939,79.43954035759167
4.2808,4.152760604786889,78.65534516301572
4.3086,4.152724481925317,78.39332271270513
4.337,4.152662500361141,77.94373038772102
4.3609,4.152514933238221,76.87333071698593
4.3867,4.152448410506444,76.3907983697957
4.4171000000000005,4.152454554392501,76.43536394431554
4.4458,4.152340558632513,75.60847905599047
4.4741,4.152107319451103,73.91664460097414
4.4993,4.151964721410443,72.88228889389474
4.5228,4.151877625346785,72.25052488022422
4.5487,4.15171805817353,71.0930810923923
4.5762,4.151794352485298,71.64649302168316
4.6009,4.151432402964043,69.02103932504491
4.6212,4.151429005957359,68.99639864110378
4.6554,4.1514870332877996,69.41730835437657
4.6887,4.151287060852532,67.9667790994134
4.715,4.151182282903827,67.20675695102072
4.752,4.151034753327307,66.1366296285845
4.7764,4.151409424089591,68.85435870431677
4.8039,4.151205917026376,67.37819050948353
4.8353,4.150885235434438,65.05207976321319
4.8599000000000006,4.150365610977229,61.2829078982644
4.8865,4.150451852912002,61.90847636336606
4.9154,4.150503025523007,62.27966436843775
4.95,4.149942438223484,58.21336254623801
4.9822,4.149347319977668,53.8965854636196
5.0149,4.1492719797119895,53.350093846926704
5.0422,4.149294176795639,53.51110363392644
5.0741000000000005,4.148947339050489,50.99526541156255
5.102799999999999,4.148651782833659,48.8514052419177
5.1292,4.148546221431879,48.08570020225682
5.1594,4.14851789502462,47.880230471580916
5.1937,4.1481297675507385,45.06489117361176
5.2191,4.148043791736539,44.44125305294386
5.2479,4.147734727710639,42.19941201808213
5.2806,4.148102825078553,44.869460018042325
5.3098,4.148289016354434,46.220025621364734
5.337,4.148384042180961,46.90930932773876
5.3683000000000005,4.148190843373339,45.50791356984382
5.3988000000000005,4.147768194120846,42.442165510573865
5.4328,4.147771322652386,42.46485877086492
5.4674,4.147961022441062,43.840873883978006
5.4995,4.147987772676403,44.03491062153153
5.5280000000000005,4.147993831445784,44.0788587898059
5.5557,4.148152199555409,45.22760499453772
5.5833,4.1479943867872375,44.08288704011962
5.6183,4.148081880961749,44.717538808990575
5.6532,4.148200456929963,45.577646906388324
5.6842,4.148177738753436,45.41285729611773
5.7097,4.147747581560976,42.29264929814916
5.7474,4.147478100724682,40.33793070819582
5.782,4.147283344971229,38.92524141640393
5.8122,4.146738588685963,34.97377216742631
5.8454,4.14682232077419,35.58113509416749
5.881,4.146964536018274,36.61271413039667
5.9110000000000005,4.146992452203007,36.81520825208697
5.9433,4.147065591054084,37.34573158656869
5.9783,4.147166075049989,38.07460692141116
6.0143,4.147166689839438,38.079066386442186
6.054600000000001,4.147083030768428,37.47223310073967
6.0934,4.147022645942554,37.034222950148056
6.1286,4.147461115673572,40.21472716016779
6.162,4.147191935358343,38.26218844363461
6.1899999999999995,4.146912594610695,36.235949547138794
6.225499999999999,4.147069129584251,37.371398831753936
6.257,4.147087562121058,37.505101928613804
6.290500000000001,4.146651986904183,34.34559349951993
6.3247,4.146924724119405,36.3239327094572
6.3609,4.147492537535765,40.44265022514149
6.392,4.147918739215122,43.534166331318204
6.4262,4.1481601332691085,45.28515334516908
6.4594,4.147997788357507,44.10756082669775
6.4952,4.1480635055724875,44.58425024019448
6.532,4.148330316622233,46.519603143634036
6.5696,4.148761993105279,49.650831537687736
