world,side,amount,price,value,fee_uncapped,fee_actual,eff_rate_pct,dec
Eclipta,buyers,100,33611,3361100,67222.0,67222.0,2.0,2
Eclipta,buyers,150,33600,5040000,100800.0,100800.0,2.0,3
Eclipta,buyers,825,33525,27658125,553162.5,553162.5,2.0,5
Eclipta,buyers,1550,33500,51925000,1038500.0,1000000.0,1.9258545979778527,6
Eclipta,buyers,200,2,400,8.0,20.0,5.0,3
Eclipta,buyers,5625,1,5625,112.5,112.5,2.0,7
Epoca,sellers,200,40698,8139600,162792.0,162792.0,2.0,3
Epoca,sellers,275,40699,11192225,223844.5,223844.5,2.0,4
Epoca,sellers,325,40700,13227500,264550.0,264550.0,2.0,4
Epoca,sellers,25,40800,1020000,20400.0,20400.0,2.0,0
Epoca,sellers,200,40884,8176800,163536.0,163536.0,2.0,3
Epoca,sellers,25,40885,1022125,20442.5,20442.5,2.0,0
Epoca,sellers,300,40885,12265500,245310.0,245310.0,2.0,4
Epoca,sellers,250,40887,10221750,204435.0,204435.0,2.0,4
Epoca,sellers,25,40888,1022200,20444.0,20444.0,2.0,0
Epoca,sellers,25,40900,1022500,20450.0,20450.0,2.0,0
Epoca,sellers,25,40980,1024500,20490.0,20490.0,2.0,0
Epoca,sellers,100,40988,4098800,81976.0,81976.0,2.0,2
Epoca,sellers,25,40990,1024750,20495.0,20495.0,2.0,0
Epoca,sellers,100,40996,4099600,81992.0,81992.0,2.0,2
Epoca,sellers,375,40997,15373875,307477.5,307477.5,2.0,5
Epoca,sellers,600,40997,24598200,491964.0,491964.0,2.0,5
Epoca,sellers,2250,40999,92247750,1844955.0,1000000.0,1.0840372800420606,6
Epoca,sellers,100,41000,4100000,82000.0,82000.0,2.0,2
Epoca,sellers,50,44444,2222200,44444.0,44444.0,2.0,0
Epoca,sellers,25,46000,1150000,23000.0,23000.0,2.0,0
Epoca,buyers,25,38007,950175,19003.5,19003.5,2.0,0
Epoca,buyers,250,38006,9501500,190030.0,190030.0,2.0,4
Epoca,buyers,100,38005,3800500,76010.0,76010.0,2.0,2
Epoca,buyers,325,38004,12351300,247026.0,247026.0,2.0,4
Epoca,buyers,75,38003,2850225,57004.5,57004.5,2.0,1
Epoca,buyers,50,38002,1900100,38002.0,38002.0,2.0,0
Epoca,buyers,400,38001,15200400,304008.0,304008.0,2.0,5
Epoca,buyers,325,38000,12350000,247000.0,247000.0,2.0,4
Epoca,buyers,375,37760,14160000,283200.0,283200.0,2.0,5
Epoca,buyers,50,37759,1887950,37759.0,37759.0,2.0,0
Epoca,buyers,250,37750,9437500,188750.0,188750.0,2.0,4
Epoca,buyers,250,37609,9402250,188045.0,188045.0,2.0,4
Epoca,buyers,25,37604,940100,18802.0,18802.0,2.0,0
Epoca,buyers,175,37600,6580000,131600.0,131600.0,2.0,3
Epoca,buyers,50,37506,1875300,37506.0,37506.0,2.0,0
Epoca,buyers,700,37501,26250700,525014.0,525014.0,2.0,5
Epoca,buyers,250,36553,9138250,182765.0,182765.0,2.0,4
Epoca,buyers,125,36510,4563750,91275.0,91275.0,2.0,3
Epoca,buyers,50,36500,1825000,36500.0,36500.0,2.0,0
Epoca,buyers,250,35360,8840000,176800.0,176800.0,2.0,4
Epoca,buyers,2675,35360,94588000,1891760.0,1000000.0,1.0572165602401995,6
Epoca,buyers,3000,35359,106077000,2121540.0,1000000.0,0.9427114266052019,6
Epoca,buyers,225,35357,7955325,159106.5,159106.5,2.0,4
Epoca,buyers,975,35356,34472100,689442.0,689442.0,2.0,6
Epoca,buyers,250,35355,8838750,176775.0,176775.0,2.0,4
Epoca,buyers,100,35300,3530000,70600.0,70600.0,2.0,2
Epoca,buyers,50,35105,1755250,35105.0,35105.0,2.0,0
Epoca,buyers,75,35012,2625900,52518.0,52518.0,2.0,1
Epoca,buyers,1725,33501,57789225,1155784.5,1000000.0,1.7304263900407042,6
Epoca,buyers,25,31000,775000,15500.0,15500.0,2.0,0
Epoca,buyers,75,30000,2250000,45000.0,45000.0,2.0,1
Epoca,buyers,100,1,100,2.0,20.0,20.0,2
Epoca,buyers,22750,1,22750,455.0,455.0,2.0,8
Escura,sellers,275,26996,7423900,148478.0,148478.0,2.0,4
Escura,sellers,275,26997,7424175,148483.5,148483.5,2.0,4
Escura,sellers,275,26998,7424450,148489.0,148489.0,2.0,4
Escura,buyers,275,17014,4678850,93577.0,93577.0,2.0,4
Escura,buyers,125,17013,2126625,42532.5,42532.5,2.0,3
Escura,buyers,25,17012,425300,8506.0,8506.0,2.0,0
Escura,buyers,375,17011,6379125,127582.5,127582.5,2.0,5
Escura,buyers,250,17009,4252250,85045.0,85045.0,2.0,4
Escura,buyers,375,17002,6375750,127515.0,127515.0,2.0,5
Escura,buyers,25,17000,425000,8500.0,8500.0,2.0,0
Escura,buyers,175,16501,2887675,57753.5,57753.5,2.0,3
Escura,buyers,50,16500,825000,16500.0,16500.0,2.0,0
Escura,buyers,350,16118,5641300,112826.0,112826.0,2.0,5
Escura,buyers,450,16117,7252650,145053.0,145053.0,2.0,5
Escura,buyers,175,16116,2820300,56406.0,56406.0,2.0,3
Escura,buyers,275,16114,4431350,88627.0,88627.0,2.0,4
Escura,buyers,75,16112,1208400,24168.0,24168.0,2.0,1
Escura,buyers,50,16111,805550,16111.0,16111.0,2.0,0
Escura,buyers,150,16056,2408400,48168.0,48168.0,2.0,3
Escura,buyers,375,16055,6020625,120412.5,120412.5,2.0,5
Escura,buyers,100,16052,1605200,32104.0,32104.0,2.0,2
Escura,buyers,125,16051,2006375,40127.5,40127.5,2.0,3
Escura,buyers,200,16050,3210000,64200.0,64200.0,2.0,3
Escura,buyers,150,14301,2145150,42903.0,42903.0,2.0,3
Escura,buyers,150,14114,2117100,42342.0,42342.0,2.0,3
Escura,buyers,100,14111,1411100,28222.0,28222.0,2.0,2
Escura,buyers,525,13505,7090125,141802.5,141802.5,2.0,5
Escura,buyers,150,13500,2025000,40500.0,40500.0,2.0,3
Escura,buyers,200,13036,2607200,52144.0,52144.0,2.0,3
Escura,buyers,150,13034,1955100,39102.0,39102.0,2.0,3
Escura,buyers,225,13031,2931975,58639.5,58639.5,2.0,4
Escura,buyers,225,13021,2929725,58594.5,58594.5,2.0,4
Etebra,sellers,14650,40249,589647850,11792957.0,1000000.0,0.16959274929943355,8
Etebra,sellers,625,40250,25156250,503125.0,503125.0,2.0,5
Etebra,sellers,25,40690,1017250,20345.0,20345.0,2.0,0
Etebra,sellers,25,40701,1017525,20350.5,20350.5,2.0,0
Etebra,sellers,7525,40722,306433050,6128661.0,1000000.0,0.32633555682064974,7
Etebra,sellers,2425,40733,98777525,1975550.5,1000000.0,1.0123760440444323,6
Etebra,sellers,25,40745,1018625,20372.5,20372.5,2.0,0
Etebra,sellers,25,40757,1018925,20378.5,20378.5,2.0,0
Etebra,sellers,3250,40768,132496000,2649920.0,1000000.0,0.7547397657287768,6
Etebra,sellers,275,40774,11212850,224257.0,224257.0,2.0,4
Etebra,sellers,25,40775,1019375,20387.5,20387.5,2.0,0
Etebra,sellers,25,40789,1019725,20394.5,20394.5,2.0,0
Etebra,sellers,25000,41000,1025000000,20500000.0,1000000.0,0.0975609756097561,8
Etebra,buyers,10275,38906,399759150,7995183.0,1000000.0,0.25015062194323756,7
Etebra,buyers,250,38905,9726250,194525.0,194525.0,2.0,4
Etebra,buyers,75,38903,2917725,58354.5,58354.5,2.0,1
Etebra,buyers,2650,38900,103085000,2061700.0,1000000.0,0.97007324052966,6
Etebra,buyers,1000,38800,38800000,776000.0,776000.0,2.0,6
Etebra,buyers,35050,38773,1358993650,27179873.0,1000000.0,0.07358386111664318,8
Etebra,buyers,25,38770,969250,19385.0,19385.0,2.0,0
Etebra,buyers,250,38760,9690000,193800.0,193800.0,2.0,4
Etebra,buyers,25,38754,968850,19377.0,19377.0,2.0,0
Etebra,buyers,25,38742,968550,19371.0,19371.0,2.0,0
Etebra,buyers,39200,38732,1518294400,30365888.0,1000000.0,0.06586337932880473,8
Etebra,buyers,5800,38711,224523800,4490476.0,1000000.0,0.4453870814586249,7
Etebra,buyers,250,38282,9570500,191410.0,191410.0,2.0,4
Etebra,buyers,200,38201,7640200,152804.0,152804.0,2.0,3
Etebra,buyers,100,38166,3816600,76332.0,76332.0,2.0,2
Etebra,buyers,75,38164,2862300,57246.0,57246.0,2.0,1
Etebra,buyers,25,37600,940000,18800.0,18800.0,2.0,0
Etebra,buyers,50,37387,1869350,37387.0,37387.0,2.0,0
Etebra,buyers,150,37240,5586000,111720.0,111720.0,2.0,3
Etebra,buyers,1700,37119,63102300,1262046.0,1000000.0,1.5847282904109676,6
Etebra,buyers,100,37025,3702500,74050.0,74050.0,2.0,2
Etebra,buyers,350,37020,12957000,259140.0,259140.0,2.0,5
Etebra,buyers,50,36828,1841400,36828.0,36828.0,2.0,0
Etebra,buyers,625,3,1875,37.5,37.5,2.0,5
Etebra,buyers,12925,2,25850,517.0,517.0,2.0,7
Ferobra,sellers,38450,40765,1567414250,31348285.0,1000000.0,0.06379934340905731,8
Ferobra,sellers,375,40766,15287250,305745.0,305745.0,2.0,5
Ferobra,sellers,1350,40769,55038150,1100763.0,1000000.0,1.8169215353350359,6
Ferobra,sellers,100,40769,4076900,81538.0,81538.0,2.0,2
Ferobra,sellers,1900,40771,77464900,1549298.0,1000000.0,1.2909072366968783,6
Ferobra,sellers,9775,40772,398546300,7970926.0,1000000.0,0.2509118764871233,7
Ferobra,sellers,125,40783,5097875,101957.5,101957.5,2.0,3
Ferobra,sellers,9800,40788,399722400,7994448.0,1000000.0,0.2501736204926219,7
Ferobra,sellers,50,40792,2039600,40792.0,40792.0,2.0,0
Ferobra,sellers,63650,40793,2596474450,51929489.0,1000000.0,0.0385137623826801,8
Ferobra,sellers,150,40896,6134400,122688.0,122688.0,2.0,3
Ferobra,sellers,75,40981,3073575,61471.5,61471.5,2.0,1
Ferobra,sellers,50,40986,2049300,40986.0,40986.0,2.0,0
Ferobra,sellers,750,40997,30747750,614955.0,614955.0,2.0,5
Ferobra,sellers,600,41200,24720000,494400.0,494400.0,2.0,5
Ferobra,buyers,12125,39307,476597375,9531947.5,1000000.0,0.2098207108253586,7
Ferobra,buyers,75,39306,2947950,58959.0,58959.0,2.0,1
Ferobra,buyers,825,39304,32425800,648516.0,648516.0,2.0,5
Ferobra,buyers,100,39302,3930200,78604.0,78604.0,2.0,2
Ferobra,buyers,2000,39300,78600000,1572000.0,1000000.0,1.2722646310432568,6
Ferobra,buyers,100,39201,3920100,78402.0,78402.0,2.0,2
Ferobra,buyers,1000,39200,39200000,784000.0,784000.0,2.0,6
Ferobra,buyers,50,39002,1950100,39002.0,39002.0,2.0,0
Ferobra,buyers,1650,38778,63983700,1279674.0,1000000.0,1.5628980505972616,6
Ferobra,buyers,57600,38776,2233497600,44669952.0,1000000.0,0.04477282626137588,8
Ferobra,buyers,50,38775,1938750,38775.0,38775.0,2.0,0
Ferobra,buyers,650,38770,25200500,504010.0,504010.0,2.0,5
Ferobra,buyers,100,38752,3875200,77504.0,77504.0,2.0,2
Ferobra,buyers,675,38750,26156250,523125.0,523125.0,2.0,5
Ferobra,buyers,300,38740,11622000,232440.0,232440.0,2.0,4
Ferobra,buyers,33400,38739,1293882600,25877652.0,1000000.0,0.07728676465700983,8
Ferobra,buyers,35100,38728,1359352800,27187056.0,1000000.0,0.07356441977388063,8
Ferobra,buyers,25,38724,968100,19362.0,19362.0,2.0,0
Ferobra,buyers,250,38670,9667500,193350.0,193350.0,2.0,4
Ferobra,buyers,1725,38667,66700575,1334011.5,1000000.0,1.4992374503518149,6
Ferobra,buyers,50,38661,1933050,38661.0,38661.0,2.0,0
Ferobra,buyers,975,38659,37692525,753850.5,753850.5,2.0,6
Ferobra,buyers,28575,38653,1104509475,22090189.5,1000000.0,0.09053792861306147,8
Ferobra,buyers,275,38652,10629300,212586.0,212586.0,2.0,4
Ferobra,buyers,1475,38406,56648850,1132977.0,1000000.0,1.7652609011480376,6
Ferobra,buyers,100,38405,3840500,76810.0,76810.0,2.0,2
Ferobra,buyers,100,38311,3831100,76622.0,76622.0,2.0,2
Ferobra,buyers,275,38308,10534700,210694.0,210694.0,2.0,4
Ferobra,buyers,2600,38304,99590400,1991808.0,1000000.0,1.0041128462181093,6
Ferobra,buyers,75,38211,2865825,57316.5,57316.5,2.0,1
Ferobra,buyers,75,38205,2865375,57307.5,57307.5,2.0,1
Ferobra,buyers,100,38164,3816400,76328.0,76328.0,2.0,2
Ferobra,buyers,700,38160,26712000,534240.0,534240.0,2.0,5
Ferobra,buyers,2575,38158,98256850,1965137.0,1000000.0,1.017740747846079,6
Ferobra,buyers,25,38104,952600,19052.0,19052.0,2.0,0
Ferobra,buyers,50,38103,1905150,38103.0,38103.0,2.0,0
Ferobra,buyers,100,37710,3771000,75420.0,75420.0,2.0,2
Ferobra,buyers,2800,37701,105562800,2111256.0,1000000.0,0.9473034061241271,6
Ferobra,buyers,75,37395,2804625,56092.5,56092.5,2.0,1
Ferobra,buyers,75,37367,2802525,56050.5,56050.5,2.0,1
Ferobra,buyers,50,37279,1863950,37279.0,37279.0,2.0,0
Ferobra,buyers,50,37277,1863850,37277.0,37277.0,2.0,0
Ferobra,buyers,25,37251,931275,18625.5,18625.5,2.0,0
Ferobra,buyers,25,37235,930875,18617.5,18617.5,2.0,0
Ferobra,buyers,75,37231,2792325,55846.5,55846.5,2.0,1
Ferobra,buyers,125,37230,4653750,93075.0,93075.0,2.0,3
Ferobra,buyers,50,37220,1861000,37220.0,37220.0,2.0,0
Ferobra,buyers,25,37217,930425,18608.5,18608.5,2.0,0
Ferobra,buyers,700,37212,26048400,520968.0,520968.0,2.0,5
Ferobra,buyers,25,37000,925000,18500.0,18500.0,2.0,0
Ferobra,buyers,50,36805,1840250,36805.0,36805.0,2.0,0
Ferobra,buyers,2875,36705,105526875,2110537.5,1000000.0,0.9476259009849386,6
Ferobra,buyers,250,36614,9153500,183070.0,183070.0,2.0,4
Ferobra,buyers,25,36610,915250,18305.0,18305.0,2.0,0
Ferobra,buyers,50,36605,1830250,36605.0,36605.0,2.0,0
Ferobra,buyers,28975,40,1159000,23180.0,23180.0,2.0,8
Ferobra,buyers,11250,39,438750,8775.0,8775.0,2.0,7
Ferobra,buyers,12375,36,445500,8910.0,8910.0,2.0,7
Ferobra,buyers,5025,2,10050,201.0,201.0,2.0,7
Ferobra,buyers,475,2,950,19.0,20.0,2.1052631578947367,5
Ferobra,buyers,25,2,50,1.0,20.0,40.0,0
Ferobra,buyers,8500,1,8500,170.0,170.0,2.0,7
Ferobra,buyers,34025,1,34025,680.5,680.5,2.0,8
Ferobra,buyers,5575,1,5575,111.5,111.5,2.0,7
Ferobra,buyers,4725,1,4725,94.5,94.5,2.0,7
Firmera,sellers,1700,39986,67976200,1359524.0,1000000.0,1.471103121386603,6
Firmera,sellers,225,39987,8997075,179941.5,179941.5,2.0,4
Firmera,sellers,250,39993,9998250,199965.0,199965.0,2.0,4
Firmera,sellers,200,39995,7999000,159980.0,159980.0,2.0,3
Firmera,sellers,4750,39997,189985750,3799715.0,1000000.0,0.5263552661186431,7
Firmera,buyers,50,37205,1860250,37205.0,37205.0,2.0,0
Firmera,buyers,50,37204,1860200,37204.0,37204.0,2.0,0
Firmera,buyers,100,37203,3720300,74406.0,74406.0,2.0,2
Firmera,buyers,25,37202,930050,18601.0,18601.0,2.0,0
Firmera,buyers,50,37201,1860050,37201.0,37201.0,2.0,0
Firmera,buyers,50,37200,1860000,37200.0,37200.0,2.0,0
Firmera,buyers,9825,37003,363554475,7271089.5,1000000.0,0.2750619422302531,7
Firmera,buyers,75,37002,2775150,55503.0,55503.0,2.0,1
Firmera,buyers,50,36906,1845300,36906.0,36906.0,2.0,0
Firmera,buyers,50,36904,1845200,36904.0,36904.0,2.0,0
Firmera,buyers,75,36903,2767725,55354.5,55354.5,2.0,1
Firmera,buyers,25,36900,922500,18450.0,18450.0,2.0,0
Firmera,buyers,25,36850,921250,18425.0,18425.0,2.0,0
Firmera,buyers,25,36820,920500,18410.0,18410.0,2.0,0
Firmera,buyers,250,36813,9203250,184065.0,184065.0,2.0,4
Firmera,buyers,25,36808,920200,18404.0,18404.0,2.0,0
Firmera,buyers,75,36802,2760150,55203.0,55203.0,2.0,1
Firmera,buyers,50,36703,1835150,36703.0,36703.0,2.0,0
Firmera,buyers,300,36602,10980600,219612.0,219612.0,2.0,4
Firmera,buyers,150,36229,5434350,108687.0,108687.0,2.0,3
Firmera,buyers,275,36101,9927775,198555.5,198555.5,2.0,4
Firmera,buyers,50,36000,1800000,36000.0,36000.0,2.0,0
Firmera,buyers,200,36000,7200000,144000.0,144000.0,2.0,3
Firmera,buyers,100,35762,3576200,71524.0,71524.0,2.0,2
Firmera,buyers,175,35761,6258175,125163.5,125163.5,2.0,3
Firmera,buyers,175,35760,6258000,125160.0,125160.0,2.0,3
Firmera,buyers,250,35721,8930250,178605.0,178605.0,2.0,4
Firmera,buyers,400,35720,14288000,285760.0,285760.0,2.0,5
Firmera,buyers,50,35711,1785550,35711.0,35711.0,2.0,0
Firmera,buyers,75,35703,2677725,53554.5,53554.5,2.0,1
Firmera,buyers,125,35659,4457375,89147.5,89147.5,2.0,3
Firmera,buyers,125,35604,4450500,89010.0,89010.0,2.0,3
Firmera,buyers,250,35601,8900250,178005.0,178005.0,2.0,4
Firmera,buyers,500,35421,17710500,354210.0,354210.0,2.0,5
Firmera,buyers,700,35307,24714900,494298.0,494298.0,2.0,5
Firmera,buyers,550,35305,19417750,388355.0,388355.0,2.0,5
Firmera,buyers,700,35302,24711400,494228.0,494228.0,2.0,5
Firmera,buyers,100,35300,3530000,70600.0,70600.0,2.0,2
Firmera,buyers,25,35003,875075,17501.5,17501.5,2.0,0
Firmera,buyers,64000,1,64000,1280.0,1280.0,2.0,8
Floribra,sellers,50,17988,899400,17988.0,17988.0,2.0,0
Floribra,sellers,25,18000,450000,9000.0,9000.0,2.0,0
Floribra,sellers,25,18490,462250,9245.0,9245.0,2.0,0
Floribra,sellers,25,18500,462500,9250.0,9250.0,2.0,0
Floribra,sellers,25,18740,468500,9370.0,9370.0,2.0,0
Floribra,sellers,25,18750,468750,9375.0,9375.0,2.0,0
Floribra,sellers,50,18798,939900,18798.0,18798.0,2.0,0
Floribra,sellers,200,18799,3759800,75196.0,75196.0,2.0,3
Floribra,sellers,25,18800,470000,9400.0,9400.0,2.0,0
Floribra,sellers,25,18880,472000,9440.0,9440.0,2.0,0
Floribra,sellers,50,18885,944250,18885.0,18885.0,2.0,0
Floribra,sellers,375,18888,7083000,141660.0,141660.0,2.0,5
Floribra,sellers,25,18890,472250,9445.0,9445.0,2.0,0
Floribra,sellers,50,18900,945000,18900.0,18900.0,2.0,0
Floribra,sellers,25,18949,473725,9474.5,9474.5,2.0,0
Floribra,sellers,100,18950,1895000,37900.0,37900.0,2.0,2
Floribra,sellers,300,18997,5699100,113982.0,113982.0,2.0,4
Floribra,sellers,125,18998,2374750,47495.0,47495.0,2.0,3
Floribra,sellers,75,18999,1424925,28498.5,28498.5,2.0,1
Floribra,sellers,150,19000,2850000,57000.0,57000.0,2.0,3
Floribra,sellers,225,19779,4450275,89005.5,89005.5,2.0,4
Floribra,sellers,25,19800,495000,9900.0,9900.0,2.0,0
Floribra,sellers,25,19900,497500,9950.0,9950.0,2.0,0
Floribra,sellers,25,19996,499900,9998.0,9998.0,2.0,0
Floribra,sellers,25,19999,499975,9999.5,9999.5,2.0,0
Floribra,sellers,300,20000,6000000,120000.0,120000.0,2.0,4
Floribra,sellers,50,24798,1239900,24798.0,24798.0,2.0,0
Floribra,sellers,25,24800,620000,12400.0,12400.0,2.0,0
Floribra,sellers,325,25000,8125000,162500.0,162500.0,2.0,4
Floribra,sellers,200,29500,5900000,118000.0,118000.0,2.0,3
Floribra,sellers,75,29999,2249925,44998.5,44998.5,2.0,1
Floribra,sellers,25,30000,750000,15000.0,15000.0,2.0,0
Floribra,sellers,100,31000,3100000,62000.0,62000.0,2.0,2
Floribra,buyers,250,16200,4050000,81000.0,81000.0,2.0,4
Floribra,buyers,150,16115,2417250,48345.0,48345.0,2.0,3
Floribra,buyers,25,16111,402775,8055.5,8055.5,2.0,0
Floribra,buyers,75,16110,1208250,24165.0,24165.0,2.0,1
Floribra,buyers,150,16106,2415900,48318.0,48318.0,2.0,3
Floribra,buyers,25,16105,402625,8052.5,8052.5,2.0,0
Floribra,buyers,100,16103,1610300,32206.0,32206.0,2.0,2
Floribra,buyers,200,16000,3200000,64000.0,64000.0,2.0,3
Floribra,buyers,175,15202,2660350,53207.0,53207.0,2.0,3
Floribra,buyers,500,14501,7250500,145010.0,145010.0,2.0,5
Floribra,buyers,50,14500,725000,14500.0,14500.0,2.0,0
Floribra,buyers,50,14307,715350,14307.0,14307.0,2.0,0
Floribra,buyers,200,14305,2861000,57220.0,57220.0,2.0,3
Floribra,buyers,50,14255,712750,14255.0,14255.0,2.0,0
Floribra,buyers,50,13600,680000,13600.0,13600.0,2.0,0
Floribra,buyers,25,13571,339275,6785.5,6785.5,2.0,0
Floribra,buyers,75,13003,975225,19504.5,19504.5,2.0,1
Floribra,buyers,175,13003,2275525,45510.5,45510.5,2.0,3
Floribra,buyers,25,12804,320100,6402.0,6402.0,2.0,0
Floribra,buyers,25,12803,320075,6401.5,6401.5,2.0,0
Floribra,buyers,100,12800,1280000,25600.0,25600.0,2.0,2
Floribra,buyers,25,12508,312700,6254.0,6254.0,2.0,0
Floribra,buyers,300,12507,3752100,75042.0,75042.0,2.0,4
Floribra,buyers,125,12500,1562500,31250.0,31250.0,2.0,3
Floribra,buyers,100,12419,1241900,24838.0,24838.0,2.0,2
Floribra,buyers,25,12414,310350,6207.0,6207.0,2.0,0
Floribra,buyers,25,12316,307900,6158.0,6158.0,2.0,0
Floribra,buyers,25,12313,307825,6156.5,6156.5,2.0,0
Floribra,buyers,150,12311,1846650,36933.0,36933.0,2.0,3
Floribra,buyers,200,12303,2460600,49212.0,49212.0,2.0,3
Floribra,buyers,25,12270,306750,6135.0,6135.0,2.0,0
Floribra,buyers,100,12261,1226100,24522.0,24522.0,2.0,2
Floribra,buyers,25,12200,305000,6100.0,6100.0,2.0,0
Floribra,buyers,700,12000,8400000,168000.0,168000.0,2.0,5
Floribra,buyers,25,11511,287775,5755.5,5755.5,2.0,0
Floribra,buyers,50,11510,575500,11510.0,11510.0,2.0,0
Floribra,buyers,25,11501,287525,5750.5,5750.5,2.0,0
Floribra,buyers,50,11212,560600,11212.0,11212.0,2.0,0
Floribra,buyers,25,11211,280275,5605.5,5605.5,2.0,0
Floribra,buyers,25,11207,280175,5603.5,5603.5,2.0,0
Floribra,buyers,50,11205,560250,11205.0,11205.0,2.0,0
Floribra,buyers,25,11203,280075,5601.5,5601.5,2.0,0
Floribra,buyers,175,11201,1960175,39203.5,39203.5,2.0,3
Floribra,buyers,450,11201,5040450,100809.0,100809.0,2.0,5
Gentebra,sellers,3025,43542,131714550,2634291.0,1000000.0,0.7592175655612838,6
Gentebra,sellers,8900,43544,387541600,7750832.0,1000000.0,0.25803681462841666,7
Gentebra,sellers,4850,43548,211207800,4224156.0,1000000.0,0.47346736247430254,7
Gentebra,sellers,2325,43812,101862900,2037258.0,1000000.0,0.9817116928734604,6
Gentebra,sellers,200,43883,8776600,175532.0,175532.0,2.0,3
Gentebra,sellers,26650,46000,1225900000,24518000.0,1000000.0,0.08157272208173587,8
Gentebra,buyers,10850,42722,463533700,9270674.0,1000000.0,0.21573404479544853,7
Gentebra,buyers,63725,42721,2722395725,54447914.5,1000000.0,0.03673235271481335,8
Gentebra,buyers,125,42719,5339875,106797.5,106797.5,2.0,3
Gentebra,buyers,25,42712,1067800,21356.0,21356.0,2.0,0
Gentebra,buyers,22350,42700,954345000,19086900.0,1000000.0,0.10478390938287517,8
Gentebra,buyers,20000,42600,852000000,17040000.0,1000000.0,0.11737089201877934,8
Gentebra,buyers,5375,42288,227298000,4545960.0,1000000.0,0.4399510774401887,7
Gentebra,buyers,25,42236,1055900,21118.0,21118.0,2.0,0
Gentebra,buyers,475,42230,20059250,401185.0,401185.0,2.0,5
Gentebra,buyers,1725,41800,72105000,1442100.0,1000000.0,1.386866375424728,6
Gentebra,buyers,25,41632,1040800,20816.0,20816.0,2.0,0
Gentebra,buyers,100,41630,4163000,83260.0,83260.0,2.0,2
Gentebra,buyers,2675,41620,111333500,2226670.0,1000000.0,0.8982022482002272,6
Gentebra,buyers,100,41590,4159000,83180.0,83180.0,2.0,2
Gentebra,buyers,1500,41575,62362500,1247250.0,1000000.0,1.6035277610743637,6
Gentebra,buyers,3650,41503,151485950,3029719.0,1000000.0,0.6601272263203287,7
Gentebra,buyers,54050,41500,2243075000,44861500.0,1000000.0,0.044581656877277845,8
Gentebra,buyers,850,41053,34895050,697901.0,697901.0,2.0,5
Gentebra,buyers,5050,41050,207302500,4146050.0,1000000.0,0.48238685013446536,7
Gentebra,buyers,55675,47,2616725,52334.5,52334.5,2.0,8
Gentebra,buyers,64000,1,64000,1280.0,1280.0,2.0,8
Gentebra,buyers,250,1,250,5.0,20.0,8.0,4
Gentebra,buyers,11250,1,11250,225.0,225.0,2.0,7
Gentebra,buyers,7600,1,7600,152.0,152.0,2.0,7
Gentebra,buyers,64000,1,64000,1280.0,1280.0,2.0,8
Gladera,sellers,25,44219,1105475,22109.5,22109.5,2.0,0
Gladera,sellers,50,44220,2211000,44220.0,44220.0,2.0,0
Gladera,sellers,5300,44221,234371300,4687426.0,1000000.0,0.4266734024174461,7
Gladera,sellers,22650,44222,1001628300,20032566.0,1000000.0,0.09983743470506974,8
Gladera,sellers,25,44226,1105650,22113.0,22113.0,2.0,0
Gladera,sellers,25,44230,1105750,22115.0,22115.0,2.0,0
Gladera,sellers,100,44239,4423900,88478.0,88478.0,2.0,2
Gladera,sellers,100,44243,4424300,88486.0,88486.0,2.0,2
Gladera,sellers,25,44244,1106100,22122.0,22122.0,2.0,0
Gladera,sellers,100,44250,4425000,88500.0,88500.0,2.0,2
Gladera,sellers,1050,44495,46719750,934395.0,934395.0,2.0,6
Gladera,sellers,8775,44498,390469950,7809399.0,1000000.0,0.25610165391728607,7
Gladera,sellers,100,44983,4498300,89966.0,89966.0,2.0,2
Gladera,sellers,25,44984,1124600,22492.0,22492.0,2.0,0
Gladera,sellers,500,44999,22499500,449990.0,449990.0,2.0,5
Gladera,sellers,250,45000,11250000,225000.0,225000.0,2.0,4
Gladera,buyers,475,41000,19475000,389500.0,389500.0,2.0,5
Gladera,buyers,50,40504,2025200,40504.0,40504.0,2.0,0
Gladera,buyers,6100,40503,247068300,4941366.0,1000000.0,0.4047463798471921,7
Gladera,buyers,63875,40501,2587001375,51740027.5,1000000.0,0.03865479197899537,8
Gladera,buyers,100,40452,4045200,80904.0,80904.0,2.0,2
Gladera,buyers,225,40445,9100125,182002.5,182002.5,2.0,4
Gladera,buyers,2300,40444,93021200,1860424.0,1000000.0,1.0750237580250523,6
Gladera,buyers,175,40300,7052500,141050.0,141050.0,2.0,3
Gladera,buyers,25,40000,1000000,20000.0,20000.0,2.0,0
Gladera,buyers,5000,39993,199965000,3999300.0,1000000.0,0.5000875153151801,7
Gladera,buyers,25,39990,999750,19995.0,19995.0,2.0,0
Gladera,buyers,375,39990,14996250,299925.0,299925.0,2.0,5
Gladera,buyers,500,39981,19990500,399810.0,399810.0,2.0,5
Gladera,buyers,250,39928,9982000,199640.0,199640.0,2.0,4
Gladera,buyers,50,39801,1990050,39801.0,39801.0,2.0,0
Gladera,buyers,25,39794,994850,19897.0,19897.0,2.0,0
Gladera,buyers,25,39790,994750,19895.0,19895.0,2.0,0
Gladera,buyers,100,38505,3850500,77010.0,77010.0,2.0,2
Gladera,buyers,50,37522,1876100,37522.0,37522.0,2.0,0
