world,side,amount,price,value,fee_uncapped,fee_actual,eff_rate_pct,dec
Talera,sellers,25,39849,996225,19924.5,19924.5,2.0,0
Talera,sellers,25,39929,998225,19964.5,19964.5,2.0,0
Talera,sellers,50,39932,1996600,39932.0,39932.0,2.0,0
Talera,sellers,3225,39933,128783925,2575678.5,1000000.0,0.7764944266141912,6
Talera,sellers,25,39934,998350,19967.0,19967.0,2.0,0
Talera,sellers,100,39948,3994800,79896.0,79896.0,2.0,2
Talera,sellers,125,138900,17362500,347250.0,347250.0,2.0,3
Talera,buyers,11800,37686,444694800,8893896.0,1000000.0,0.2248733288538566,7
Talera,buyers,62100,37685,2340238500,46804770.0,1000000.0,0.04273068749189453,8
Talera,buyers,175,37684,6594700,131894.0,131894.0,2.0,3
Talera,buyers,3000,37682,113046000,2260920.0,1000000.0,0.884595651327778,6
Talera,buyers,64000,37681,2411584000,48231680.0,1000000.0,0.0414665215891298,8
Talera,buyers,25,37680,942000,18840.0,18840.0,2.0,0
Talera,buyers,600,37678,22606800,452136.0,452136.0,2.0,5
Talera,buyers,56225,37673,2118164425,42363288.5,1000000.0,0.04721068809377251,8
Talera,buyers,50,37671,1883550,37671.0,37671.0,2.0,0
Talera,buyers,250,37668,9417000,188340.0,188340.0,2.0,4
Talera,buyers,725,37666,27307850,546157.0,546157.0,2.0,5
Talera,buyers,4525,37617,170216925,3404338.5,1000000.0,0.5874856451554391,7
Talera,buyers,125,37612,4701500,94030.0,94030.0,2.0,3
Talera,buyers,125,37605,4700625,94012.5,94012.5,2.0,3
Talera,buyers,50,37604,1880200,37604.0,37604.0,2.0,0
Talera,buyers,100,37579,3757900,75158.0,75158.0,2.0,2
Talera,buyers,8150,37577,306252550,6125051.0,1000000.0,0.32652789340039784,7
Talera,buyers,75,37538,2815350,56307.0,56307.0,2.0,1
Talera,buyers,75,37532,2814900,56298.0,56298.0,2.0,1
Talera,buyers,25,37525,938125,18762.5,18762.5,2.0,0
Talera,buyers,25,37505,937625,18752.5,18752.5,2.0,0
Talera,buyers,250,37502,9375500,187510.0,187510.0,2.0,4
Talera,buyers,25,37497,937425,18748.5,18748.5,2.0,0
Talera,buyers,25,37482,937050,18741.0,18741.0,2.0,0
Talera,buyers,250,37469,9367250,187345.0,187345.0,2.0,4
Talera,buyers,25,37451,936275,18725.5,18725.5,2.0,0
Talera,buyers,25,37383,934575,18691.5,18691.5,2.0,0
Talera,buyers,1950,37380,72891000,1457820.0,1000000.0,1.371911484271035,6
Talera,buyers,225,37353,8404425,168088.5,168088.5,2.0,4
Talera,buyers,75,37330,2799750,55995.0,55995.0,2.0,1
Talera,buyers,400,37295,14918000,298360.0,298360.0,2.0,5
Talera,buyers,100,37266,3726600,74532.0,74532.0,2.0,2
Talera,buyers,350,37227,13029450,260589.0,260589.0,2.0,5
Talera,buyers,50,37036,1851800,37036.0,37036.0,2.0,0
Talera,buyers,4075,36656,149373200,2987464.0,1000000.0,0.6694641341284782,7
Talera,buyers,5175,36621,189513675,3790273.5,1000000.0,0.5276664071867109,7
Talera,buyers,25,36520,913000,18260.0,18260.0,2.0,0
Talera,buyers,75,36010,2700750,54015.0,54015.0,2.0,1
Talera,buyers,175,34602,6055350,121107.0,121107.0,2.0,3
Talera,buyers,100,34146,3414600,68292.0,68292.0,2.0,2
Talera,buyers,1925,34002,65453850,1309077.0,1000000.0,1.5277940105891403,6
Talera,buyers,1200,33550,40260000,805200.0,805200.0,2.0,6
Talera,buyers,75,22001,1650075,33001.5,33001.5,2.0,1
Talera,buyers,500,100,50000,1000.0,1000.0,2.0,5
Talera,buyers,37300,1,37300,746.0,746.0,2.0,8
Talera,buyers,5500,1,5500,110.0,110.0,2.0,7
Tempestera,sellers,25,38390,959750,19195.0,19195.0,2.0,0
Tempestera,sellers,100,38490,3849000,76980.0,76980.0,2.0,2
Tempestera,sellers,100,38494,3849400,76988.0,76988.0,2.0,2
Tempestera,sellers,50,38495,1924750,38495.0,38495.0,2.0,0
Tempestera,sellers,25,38496,962400,19248.0,19248.0,2.0,0
Tempestera,sellers,50,38497,1924850,38497.0,38497.0,2.0,0
Tempestera,sellers,25,38499,962475,19249.5,19249.5,2.0,0
Tempestera,sellers,100,38500,3850000,77000.0,77000.0,2.0,2
Tempestera,sellers,25,38500,962500,19250.0,19250.0,2.0,0
Tempestera,sellers,25,38911,972775,19455.5,19455.5,2.0,0
Tempestera,sellers,250,39998,9999500,199990.0,199990.0,2.0,4
Tempestera,sellers,25,39999,999975,19999.5,19999.5,2.0,0
Tempestera,sellers,1500,39999,59998500,1199970.0,1000000.0,1.666708334375026,6
Tempestera,sellers,250,40001,10000250,200005.0,200005.0,2.0,4
Tempestera,buyers,100,34101,3410100,68202.0,68202.0,2.0,2
Tempestera,buyers,150,34100,5115000,102300.0,102300.0,2.0,3
Tempestera,buyers,25,34002,850050,17001.0,17001.0,2.0,0
Tempestera,buyers,250,34001,8500250,170005.0,170005.0,2.0,4
Tempestera,buyers,75,34000,2550000,51000.0,51000.0,2.0,1
Tempestera,buyers,50,33779,1688950,33779.0,33779.0,2.0,0
Tempestera,buyers,75,33777,2533275,50665.5,50665.5,2.0,1
Tempestera,buyers,50,33199,1659950,33199.0,33199.0,2.0,0
Tempestera,buyers,1125,33000,37125000,742500.0,742500.0,2.0,6
Tempestera,buyers,100,32100,3210000,64200.0,64200.0,2.0,2
Tempestera,buyers,175,32002,5600350,112007.0,112007.0,2.0,3
Tempestera,buyers,1450,32000,46400000,928000.0,928000.0,2.0,6
Tempestera,buyers,75,25000,1875000,37500.0,37500.0,2.0,1
Tempestera,buyers,475,1503,713925,14278.5,14278.5,2.0,5
Tempestera,buyers,400,1502,600800,12016.0,12016.0,2.0,5
Tempestera,buyers,3400,25,85000,1700.0,1700.0,2.0,6
Terribra,sellers,9475,38500,364787500,7295750.0,1000000.0,0.2741322002535723,7
Terribra,sellers,225,38779,8725275,174505.5,174505.5,2.0,4
Terribra,sellers,200,38780,7756000,155120.0,155120.0,2.0,3
Terribra,sellers,16575,38788,642911100,12858222.0,1000000.0,0.15554250035502576,8
Terribra,sellers,25,38799,969975,19399.5,19399.5,2.0,0
Terribra,sellers,10000,38887,388870000,7777400.0,1000000.0,0.2571553475454522,7
Terribra,buyers,21325,37405,797661625,15953232.5,1000000.0,0.1253664421928283,8
Terribra,buyers,450,37000,16650000,333000.0,333000.0,2.0,5
Terribra,buyers,500,36627,18313500,366270.0,366270.0,2.0,5
Terribra,buyers,33750,36626,1236127500,24722550.0,1000000.0,0.08089780382687062,8
Terribra,buyers,5200,36616,190403200,3808064.0,1000000.0,0.525201257121729,7
Terribra,buyers,1450,36612,53087400,1061748.0,1000000.0,1.8836861477488067,6
Terribra,buyers,6200,36600,226920000,4538400.0,1000000.0,0.44068394147717255,7
Terribra,buyers,25,36561,914025,18280.5,18280.5,2.0,0
Terribra,buyers,775,36555,28330125,566602.5,566602.5,2.0,5
Terribra,buyers,100,36554,3655400,73108.0,73108.0,2.0,2
Terribra,buyers,75,36028,2702100,54042.0,54042.0,2.0,1
Terribra,buyers,1000,36005,36005000,720100.0,720100.0,2.0,6
Terribra,buyers,50,36002,1800100,36002.0,36002.0,2.0,0
Terribra,buyers,28850,34818,1004499300,20089986.0,1000000.0,0.09955208530259801,8
Terribra,buyers,150,34503,5175450,103509.0,103509.0,2.0,3
Terribra,buyers,400,34500,13800000,276000.0,276000.0,2.0,5
Terribra,buyers,12175,34500,420037500,8400750.0,1000000.0,0.23807398148974795,7
Terribra,buyers,75,34100,2557500,51150.0,51150.0,2.0,1
Terribra,buyers,5025,34009,170895225,3417904.5,1000000.0,0.5851538566978686,7
Terribra,buyers,50,33502,1675100,33502.0,33502.0,2.0,0
Terribra,buyers,150,33501,5025150,100503.0,100503.0,2.0,3
Terribra,buyers,25,33200,830000,16600.0,16600.0,2.0,0
Terribra,buyers,150,33057,4958550,99171.0,99171.0,2.0,3
Terribra,buyers,100,32245,3224500,64490.0,64490.0,2.0,2
Terribra,buyers,4775,32244,153965100,3079302.0,1000000.0,0.6494978407444284,7
Terribra,buyers,900,32223,29000700,580014.0,580014.0,2.0,5
Terribra,buyers,15500,32221,499425500,9988510.0,1000000.0,0.20023006434393117,8
Terribra,buyers,250,30000,7500000,150000.0,150000.0,2.0,4
Terribra,buyers,6750,160,1080000,21600.0,21600.0,2.0,7
Terribra,buyers,63000,1,63000,1260.0,1260.0,2.0,8
Thyria,sellers,37150,39790,1478198500,29563970.0,1000000.0,0.06764991305294925,8
Thyria,sellers,150,39791,5968650,119373.0,119373.0,2.0,3
Thyria,sellers,925,39792,36807600,736152.0,736152.0,2.0,5
Thyria,sellers,125,39793,4974125,99482.5,99482.5,2.0,3
Thyria,sellers,26125,39794,1039618250,20792365.0,1000000.0,0.09618915404765163,8
Thyria,sellers,2600,39796,103469600,2069392.0,1000000.0,0.9664674455105654,6
Thyria,sellers,25,39798,994950,19899.0,19899.0,2.0,0
Thyria,sellers,3200,39800,127360000,2547200.0,1000000.0,0.7851758793969849,6
Thyria,sellers,6900,39850,274965000,5499300.0,1000000.0,0.363682650519157,7
Thyria,sellers,575,39877,22929275,458585.5,458585.5,2.0,5
Thyria,buyers,3350,38721,129715350,2594307.0,1000000.0,0.770918784862393,6
Thyria,buyers,250,38720,9680000,193600.0,193600.0,2.0,4
Thyria,buyers,550,38713,21292150,425843.0,425843.0,2.0,5
Thyria,buyers,25675,38712,993930600,19878612.0,1000000.0,0.10061064625638853,8
Thyria,buyers,4025,38711,155811775,3116235.5,1000000.0,0.6418000180024905,7
Thyria,buyers,100,38507,3850700,77014.0,77014.0,2.0,2
Thyria,buyers,2125,38506,81825250,1636505.0,1000000.0,1.2221166449231748,6
Thyria,buyers,100,38502,3850200,77004.0,77004.0,2.0,2
Thyria,buyers,4025,38224,153851600,3077032.0,1000000.0,0.6499769908145252,7
Thyria,buyers,1600,38200,61120000,1222400.0,1000000.0,1.6361256544502618,6
Thyria,buyers,75,38004,2850300,57006.0,57006.0,2.0,1
Thyria,buyers,1125,38000,42750000,855000.0,855000.0,2.0,6
Thyria,buyers,3050,37110,113185500,2263710.0,1000000.0,0.8835053960092062,6
Thyria,buyers,50,36653,1832650,36653.0,36653.0,2.0,0
Thyria,buyers,25,36651,916275,18325.5,18325.5,2.0,0
Thyria,buyers,1100,36518,40169800,803396.0,803396.0,2.0,6
Thyria,buyers,2500,36500,91250000,1825000.0,1000000.0,1.095890410958904,6
Thyria,buyers,1225,36266,44425850,888517.0,888517.0,2.0,6
Thyria,buyers,1275,36157,46100175,922003.5,922003.5,2.0,6
Thyria,buyers,150,35936,5390400,107808.0,107808.0,2.0,3
Thyria,buyers,350,35935,12577250,251545.0,251545.0,2.0,5
Thyria,buyers,3450,35920,123924000,2478480.0,1000000.0,0.8069461928278623,7
Thyria,buyers,38750,38,1472500,29450.0,29450.0,2.0,8
Thyria,buyers,250,38,9500,190.0,190.0,2.0,4
Thyria,buyers,300,37,11100,222.0,222.0,2.0,4
Thyria,buyers,500,2,1000,20.0,20.0,2.0,5
Thyria,buyers,64000,1,64000,1280.0,1280.0,2.0,8
Thyria,buyers,500,1,500,10.0,20.0,4.0,5
Tornabra,sellers,38150,41997,1602185550,32043711.0,1000000.0,0.062414743410961364,8
Tornabra,sellers,1925,41998,80846150,1616923.0,1000000.0,1.2369172805384054,6
Tornabra,buyers,675,39200,26460000,529200.0,529200.0,2.0,5
Tornabra,buyers,1625,39107,63548875,1270977.5,1000000.0,1.573591979401681,6
Tornabra,buyers,650,39106,25418900,508378.0,508378.0,2.0,5
Tornabra,buyers,1000,39105,39105000,782100.0,782100.0,2.0,6
Tornabra,buyers,25725,39104,1005950400,20119008.0,1000000.0,0.09940847978190574,8
Tornabra,buyers,2025,39103,79183575,1583671.5,1000000.0,1.2628881684111888,6
Tornabra,buyers,25,39102,977550,19551.0,19551.0,2.0,0
Tornabra,buyers,275,38700,10642500,212850.0,212850.0,2.0,4
Tornabra,buyers,4875,38540,187882500,3757650.0,1000000.0,0.5322475483347305,7
Tornabra,buyers,5000,38535,192675000,3853500.0,1000000.0,0.5190086933956144,7
Tornabra,buyers,25,38533,963325,19266.5,19266.5,2.0,0
Tornabra,buyers,750,38525,28893750,577875.0,577875.0,2.0,5
Tornabra,buyers,75,38501,2887575,57751.5,57751.5,2.0,1
Tornabra,buyers,100,38501,3850100,77002.0,77002.0,2.0,2
Tornabra,buyers,1500,38105,57157500,1143150.0,1000000.0,1.7495516773826707,6
Tornabra,buyers,450,37506,16877700,337554.0,337554.0,2.0,5
Tornabra,buyers,4200,37505,157521000,3150420.0,1000000.0,0.6348359901219519,7
Tornabra,buyers,75,37415,2806125,56122.5,56122.5,2.0,1
Tornabra,buyers,50,37314,1865700,37314.0,37314.0,2.0,0
Tornabra,buyers,50,37313,1865650,37313.0,37313.0,2.0,0
Tornabra,buyers,150,37107,5566050,111321.0,111321.0,2.0,3
Tornabra,buyers,150,37104,5565600,111312.0,111312.0,2.0,3
Tornabra,buyers,200,37102,7420400,148408.0,148408.0,2.0,3
Tornabra,buyers,1950,36702,71568900,1431378.0,1000000.0,1.3972549529194944,6
Tornabra,buyers,450,36660,16497000,329940.0,329940.0,2.0,5
Tornabra,buyers,1950,36650,71467500,1429350.0,1000000.0,1.3992374156084932,6
Tornabra,buyers,100,36601,3660100,73202.0,73202.0,2.0,2
Tornabra,buyers,25,36257,906425,18128.5,18128.5,2.0,0
Tornabra,buyers,25,36256,906400,18128.0,18128.0,2.0,0
Tornabra,buyers,1225,35008,42884800,857696.0,857696.0,2.0,6
Tornabra,buyers,1700,1,1700,34.0,34.0,2.0,6
Tornabra,buyers,8725,1,8725,174.5,174.5,2.0,7
Unebra,sellers,25275,40967,1035440925,20708818.5,1000000.0,0.09657721419500587,8
Unebra,sellers,1500,40968,61452000,1229040.0,1000000.0,1.627286337303912,6
Unebra,sellers,25500,40978,1044939000,20898780.0,1000000.0,0.09569936618309777,8
Unebra,sellers,50,40982,2049100,40982.0,40982.0,2.0,0
Unebra,buyers,12225,39642,484623450,9692469.0,1000000.0,0.20634577216599817,7
Unebra,buyers,50,39641,1982050,39641.0,39641.0,2.0,0
Unebra,buyers,25,39640,991000,19820.0,19820.0,2.0,0
Unebra,buyers,150,39640,5946000,118920.0,118920.0,2.0,3
Unebra,buyers,25,39639,990975,19819.5,19819.5,2.0,0
Unebra,buyers,100,39637,3963700,79274.0,79274.0,2.0,2
Unebra,buyers,700,39635,27744500,554890.0,554890.0,2.0,5
Unebra,buyers,10075,39630,399272250,7985445.0,1000000.0,0.2504556727896817,7
Unebra,buyers,100,39626,3962600,79252.0,79252.0,2.0,2
Unebra,buyers,250,39625,9906250,198125.0,198125.0,2.0,4
Unebra,buyers,450,39624,17830800,356616.0,356616.0,2.0,5
Unebra,buyers,7500,39622,297165000,5943300.0,1000000.0,0.3365133848198812,7
Unebra,buyers,25,39611,990275,19805.5,19805.5,2.0,0
Unebra,buyers,150,39609,5941350,118827.0,118827.0,2.0,3
Unebra,buyers,125,39608,4951000,99020.0,99020.0,2.0,3
Unebra,buyers,5400,39605,213867000,4277340.0,1000000.0,0.4675803186092291,7
Unebra,buyers,100,39305,3930500,78610.0,78610.0,2.0,2
Unebra,buyers,3000,39300,117900000,2358000.0,1000000.0,0.8481764206955046,6
Unebra,buyers,75,39033,2927475,58549.5,58549.5,2.0,1
Unebra,buyers,47875,39028,1868465500,37369310.0,1000000.0,0.05351985359108852,8
Unebra,buyers,250,39016,9754000,195080.0,195080.0,2.0,4
Unebra,buyers,250,39009,9752250,195045.0,195045.0,2.0,4
Unebra,buyers,25,38803,970075,19401.5,19401.5,2.0,0
Unebra,buyers,100,38764,3876400,77528.0,77528.0,2.0,2
Unebra,buyers,25,38758,968950,19379.0,19379.0,2.0,0
Unebra,buyers,250,38751,9687750,193755.0,193755.0,2.0,4
Unebra,buyers,675,38750,26156250,523125.0,523125.0,2.0,5
Unebra,buyers,100,38453,3845300,76906.0,76906.0,2.0,2
Unebra,buyers,75,38340,2875500,57510.0,57510.0,2.0,1
Unebra,buyers,100,38330,3833000,76660.0,76660.0,2.0,2
Unebra,buyers,1125,38323,43113375,862267.5,862267.5,2.0,6
Unebra,buyers,350,38305,13406750,268135.0,268135.0,2.0,5
Unebra,buyers,25,38211,955275,19105.5,19105.5,2.0,0
Unebra,buyers,75,37821,2836575,56731.5,56731.5,2.0,1
Unebra,buyers,100,37820,3782000,75640.0,75640.0,2.0,2
Unebra,buyers,75,37351,2801325,56026.5,56026.5,2.0,1
Unebra,buyers,50,37328,1866400,37328.0,37328.0,2.0,0
Unebra,buyers,75,37324,2799300,55986.0,55986.0,2.0,1
Unebra,buyers,100,37316,3731600,74632.0,74632.0,2.0,2
Unebra,buyers,25,37314,932850,18657.0,18657.0,2.0,0
Unebra,buyers,50,37307,1865350,37307.0,37307.0,2.0,0
Unebra,buyers,1450,37300,54085000,1081700.0,1000000.0,1.8489414810021265,6
Unebra,buyers,2325,37280,86676000,1733520.0,1000000.0,1.1537219068715676,6
Unebra,buyers,275,37260,10246500,204930.0,204930.0,2.0,4
Unebra,buyers,225,37006,8326350,166527.0,166527.0,2.0,4
Unebra,buyers,50,36709,1835450,36709.0,36709.0,2.0,0
Unebra,buyers,25,36705,917625,18352.5,18352.5,2.0,0
Unebra,buyers,25,36621,915525,18310.5,18310.5,2.0,0
Unebra,buyers,8450,1,8450,169.0,169.0,2.0,7
Unebra,buyers,6200,1,6200,124.0,124.0,2.0,7
Unebra,buyers,275,1,275,5.5,20.0,7.2727272727272725,4
Unebra,buyers,250,1,250,5.0,20.0,8.0,4
Ustebra,sellers,1075,39784,42767800,855356.0,855356.0,2.0,6
Ustebra,sellers,24275,39785,965780875,19315617.5,1000000.0,0.10354315620507602,8
Ustebra,sellers,9075,39795,361139625,7222792.5,1000000.0,0.2769012123773458,7
Ustebra,sellers,51600,39860,2056776000,41135520.0,1000000.0,0.0486197816388367,8
Ustebra,sellers,400,39862,15944800,318896.0,318896.0,2.0,5
Ustebra,sellers,175,39879,6978825,139576.5,139576.5,2.0,3
Ustebra,buyers,25025,38804,971070100,19421402.0,1000000.0,0.10297917730141212,8
Ustebra,buyers,350,38803,13581050,271621.0,271621.0,2.0,5
Ustebra,buyers,17300,38802,671274600,13425492.0,1000000.0,0.14897033196250833,8
Ustebra,buyers,64000,38530,2465920000,49318400.0,1000000.0,0.04055281598754218,8
Ustebra,buyers,61850,38526,2382833100,47656662.0,1000000.0,0.04196685030101353,8
Ustebra,buyers,350,38521,13482350,269647.0,269647.0,2.0,5
Ustebra,buyers,25,38520,963000,19260.0,19260.0,2.0,0
Ustebra,buyers,25,38516,962900,19258.0,19258.0,2.0,0
Ustebra,buyers,950,38514,36588300,731766.0,731766.0,2.0,6
Ustebra,buyers,25,38506,962650,19253.0,19253.0,2.0,0
Ustebra,buyers,25,38503,962575,19251.5,19251.5,2.0,0
Ustebra,buyers,125,38501,4812625,96252.5,96252.5,2.0,3
Ustebra,buyers,25,38495,962375,19247.5,19247.5,2.0,0
Ustebra,buyers,50,38489,1924450,38489.0,38489.0,2.0,0
Ustebra,buyers,175,38483,6734525,134690.5,134690.5,2.0,3
Ustebra,buyers,125,38480,4810000,96200.0,96200.0,2.0,3
Ustebra,buyers,250,38474,9618500,192370.0,192370.0,2.0,4
Ustebra,buyers,50,38470,1923500,38470.0,38470.0,2.0,0
Ustebra,buyers,25,38461,961525,19230.5,19230.5,2.0,0
Ustebra,buyers,25,38451,961275,19225.5,19225.5,2.0,0
Ustebra,buyers,50,38450,1922500,38450.0,38450.0,2.0,0
Ustebra,buyers,100,38430,3843000,76860.0,76860.0,2.0,2
Ustebra,buyers,100,38421,3842100,76842.0,76842.0,2.0,2
Ustebra,buyers,50,38412,1920600,38412.0,38412.0,2.0,0
Ustebra,buyers,1500,38330,57495000,1149900.0,1000000.0,1.7392816766675363,6
Ustebra,buyers,2225,38322,85266450,1705329.0,1000000.0,1.1727942232847737,6
Ustebra,buyers,50,38317,1915850,38317.0,38317.0,2.0,0
Ustebra,buyers,7825,38310,299775750,5995515.0,1000000.0,0.3335826863914109,7
Ustebra,buyers,225,38280,8613000,172260.0,172260.0,2.0,4
Ustebra,buyers,3175,38007,120672225,2413444.5,1000000.0,0.8286911093252818,6
Ustebra,buyers,5375,37950,203981250,4079625.0,1000000.0,0.4902411373594387,7
Ustebra,buyers,375,37930,14223750,284475.0,284475.0,2.0,5
Ustebra,buyers,425,37914,16113450,322269.0,322269.0,2.0,5
Ustebra,buyers,4075,37752,153839400,3076788.0,1000000.0,0.6500285362527415,7
Ustebra,buyers,6400,37751,241606400,4832128.0,1000000.0,0.4138963206272682,7
Ustebra,buyers,950,37750,35862500,717250.0,717250.0,2.0,6
Ustebra,buyers,75,37660,2824500,56490.0,56490.0,2.0,1
Ustebra,buyers,50,37648,1882400,37648.0,37648.0,2.0,0
Ustebra,buyers,150,37607,5641050,112821.0,112821.0,2.0,3
Ustebra,buyers,25,37350,933750,18675.0,18675.0,2.0,0
Ustebra,buyers,4000,37332,149328000,2986560.0,1000000.0,0.6696667738133505,7
Ustebra,buyers,50,37330,1866500,37330.0,37330.0,2.0,0
Ustebra,buyers,25,37310,932750,18655.0,18655.0,2.0,0
Ustebra,buyers,250,37259,9314750,186295.0,186295.0,2.0,4
Ustebra,buyers,25,37245,931125,18622.5,18622.5,2.0,0
Ustebra,buyers,25,37240,931000,18620.0,18620.0,2.0,0
Ustebra,buyers,150,37225,5583750,111675.0,111675.0,2.0,3
Ustebra,buyers,25,37096,927400,18548.0,18548.0,2.0,0
Ustebra,buyers,25,37033,925825,18516.5,18516.5,2.0,0
Ustebra,buyers,50,36914,1845700,36914.0,36914.0,2.0,0
Ustebra,buyers,25,36700,917500,18350.0,18350.0,2.0,0
Ustebra,buyers,125,36000,4500000,90000.0,90000.0,2.0,3
Ustebra,buyers,275,35510,9765250,195305.0,195305.0,2.0,4
Ustebra,buyers,2650,35215,93319750,1866395.0,1000000.0,1.071584525247871,6
Ustebra,buyers,25,900,22500,450.0,450.0,2.0,0
Ustebra,buyers,34825,37,1288525,25770.5,25770.5,2.0,8
Ustebra,buyers,25,20,500,10.0,20.0,4.0,0
Ustebra,buyers,25,12,300,6.0,20.0,6.666666666666667,0
Ustebra,buyers,25,11,275,5.5,20.0,7.2727272727272725,0
Ustebra,buyers,16850,1,16850,337.0,337.0,2.0,8
Ustebra,buyers,61925,1,61925,1238.5,1238.5,2.0,8
Ustebra,buyers,59600,1,59600,1192.0,1192.0,2.0,8
Ustebra,buyers,6750,1,6750,135.0,135.0,2.0,7
Ustebra,buyers,24875,1,24875,497.5,497.5,2.0,8
Ustebra,buyers,20750,1,20750,415.0,415.0,2.0,8
Ustebra,buyers,7075,1,7075,141.5,141.5,2.0,7
Ustebra,buyers,2000,1,2000,40.0,40.0,2.0,6
Ustebra,buyers,200,1,200,4.0,20.0,10.0,3
Venebra,sellers,1575,39797,62680275,1253605.5,1000000.0,1.5953982333357664,6
Venebra,sellers,50,39798,1989900,39798.0,39798.0,2.0,0
Venebra,sellers,275,39955,10987625,219752.5,219752.5,2.0,4
Venebra,sellers,950,39956,37958200,759164.0,759164.0,2.0,6
Venebra,sellers,24975,40998,1023925050,20478501.0,1000000.0,0.09766339831221045,8
Venebra,buyers,3500,38811,135838500,2716770.0,1000000.0,0.7361683175241187,7
Venebra,buyers,700,38750,27125000,542500.0,542500.0,2.0,5
Venebra,buyers,64000,38641,2473024000,49460480.0,1000000.0,0.04043632411169483,8
Venebra,buyers,63975,38639,2471930025,49438600.5,1000000.0,0.04045421957282144,8
Venebra,buyers,58350,38637,2254468950,45089379.0,1000000.0,0.04435634387424143,8
Venebra,buyers,4950,38625,191193750,3823875.0,1000000.0,0.5230296492432415,7
Venebra,buyers,250,38615,9653750,193075.0,193075.0,2.0,4
Venebra,buyers,2600,38562,100261200,2005224.0,1000000.0,0.9973948047699408,6
Venebra,buyers,250,38540,9635000,192700.0,192700.0,2.0,4
Venebra,buyers,175,38522,6741350,134827.0,134827.0,2.0,3
Venebra,buyers,100,38514,3851400,77028.0,77028.0,2.0,2
Venebra,buyers,4225,38503,162675175,3253503.5,1000000.0,0.6147219451277677,7
Venebra,buyers,250,38404,9601000,192020.0,192020.0,2.0,4
Venebra,buyers,225,37809,8507025,170140.5,170140.5,2.0,4
Venebra,buyers,4775,37650,179778750,3595575.0,1000000.0,0.5562392663204077,7
Venebra,buyers,100,37362,3736200,74724.0,74724.0,2.0,2
Venebra,buyers,150,37352,5602800,112056.0,112056.0,2.0,3
Venebra,buyers,1400,37321,52249400,1044988.0,1000000.0,1.9138975758573304,6
Venebra,buyers,75,37300,2797500,55950.0,55950.0,2.0,1
Venebra,buyers,25,37182,929550,18591.0,18591.0,2.0,0
Venebra,buyers,100,37050,3705000,74100.0,74100.0,2.0,2
Venebra,buyers,41600,36818,1531628800,30632576.0,1000000.0,0.06528997104259204,8
Venebra,buyers,25500,36773,937711500,18754230.0,1000000.0,0.1066426080942806,8
Venebra,buyers,6650,36762,244467300,4889346.0,1000000.0,0.40905266266694973,7
Venebra,buyers,100,36742,3674200,73484.0,73484.0,2.0,2
Venebra,buyers,4075,36630,149267250,2985345.0,1000000.0,0.6699393202460687,7
Venebra,buyers,1475,36250,53468750,1069375.0,1000000.0,1.8702513150204558,6
Venebra,buyers,125,36142,4517750,90355.0,90355.0,2.0,3
Venebra,buyers,1000,5,5000,100.0,100.0,2.0,6
Venebra,buyers,5575,1,5575,111.5,111.5,2.0,7
Venebra,buyers,10000,1,10000,200.0,200.0,2.0,7
Venebra,buyers,14275,1,14275,285.5,285.5,2.0,7
Venebra,buyers,8400,1,8400,168.0,168.0,2.0,7
Venebra,buyers,61100,1,61100,1222.0,1222.0,2.0,8
Venebra,buyers,25,1,25,0.5,20.0,80.0,0
Venebra,buyers,12775,1,12775,255.5,255.5,2.0,7
Victoris,sellers,450,37996,17098200,341964.0,341964.0,2.0,5
Victoris,sellers,250,37997,9499250,189985.0,189985.0,2.0,4
Victoris,sellers,100,37998,3799800,75996.0,75996.0,2.0,2
Victoris,sellers,50,37999,1899950,37999.0,37999.0,2.0,0
Victoris,sellers,2150,38000,81700000,1634000.0,1000000.0,1.2239902080783354,6
Victoris,sellers,450,38490,17320500,346410.0,346410.0,2.0,5
Victoris,sellers,350,38497,13473950,269479.0,269479.0,2.0,5
Victoris,sellers,75,38498,2887350,57747.0,57747.0,2.0,1
Victoris,sellers,25,38899,972475,19449.5,19449.5,2.0,0
Victoris,sellers,25,38997,974925,19498.5,19498.5,2.0,0
Victoris,sellers,25,38999,974975,19499.5,19499.5,2.0,0
Victoris,sellers,25,39000,975000,19500.0,19500.0,2.0,0
Victoris,sellers,50,39981,1999050,39981.0,39981.0,2.0,0
Victoris,sellers,50,39987,1999350,39987.0,39987.0,2.0,0
Victoris,sellers,100,39991,3999100,79982.0,79982.0,2.0,2
Victoris,sellers,300,39992,11997600,239952.0,239952.0,2.0,4
Victoris,buyers,125,35102,4387750,87755.0,87755.0,2.0,3
Victoris,buyers,550,35000,19250000,385000.0,385000.0,2.0,5
Victoris,buyers,100,34101,3410100,68202.0,68202.0,2.0,2
Victoris,buyers,100,34100,3410000,68200.0,68200.0,2.0,2
Victoris,buyers,100,34070,3407000,68140.0,68140.0,2.0,2
Victoris,buyers,400,34052,13620800,272416.0,272416.0,2.0,5
Victoris,buyers,50,34051,1702550,34051.0,34051.0,2.0,0
Victoris,buyers,50,34050,1702500,34050.0,34050.0,2.0,0
Victoris,buyers,50,34011,1700550,34011.0,34011.0,2.0,0
Victoris,buyers,100,33212,3321200,66424.0,66424.0,2.0,2
Victoris,buyers,75,33210,2490750,49815.0,49815.0,2.0,1
