year,market_world_days_observed,market_world_days_possible,coverage,market_tc_observed,market_tc_scaled,bazaar_tc_year,bazaar_tc_same_span,ratio_naive,ratio_comparable
2024,4486,32829,0.13664747631667123,14568375.0,106612836.12906823,488427724.0,472369826.22465754,33.52657547598823,4.430703125210876
2025,17615,33945,0.5189276771247606,51882675.0,99980550.83025831,597324609.0,597324609.0,11.512987890466325,5.974408062765188
