model_type,series,horizon_days,lag_or_window_days,coefficient,std_error_two_way,t_stat,p_value,r2_within,cluster_variance_floor_applied,n,n_worlds,n_dates,date_start,date_end
shock_lag,realized_25,30,1,-0.0012173549579863894,0.002257852730414216,-0.5391649072537422,0.5897730722608554,0.020357009346804178,True,28728,61,1214,2023-01-13,2026-06-30
shock_lag,realized_50,30,1,-0.0011871241964021546,0.0023800928497916232,-0.4987722208005823,0.6179398596180441,0.020353860114132094,True,28728,61,1214,2023-01-13,2026-06-30
shock_lag,realized_75,30,1,-0.0011363986452662383,0.002448253559365928,-0.4641670552949399,0.6425280626109906,0.020351524282942846,True,28728,61,1214,2023-01-13,2026-06-30
shock_lag,realized_100,30,1,-0.001085450535121823,0.002490132265110154,-0.4359007552853048,0.6629087371186568,0.020349804287891793,True,28728,61,1214,2023-01-13,2026-06-30
shock_lag,realized_category,30,1,-0.0013179752045404346,0.00243241373707728,-0.5418384152541733,0.5879298249084224,0.020357420206844612,True,28728,61,1214,2023-01-13,2026-06-30
shock_lag,kill_count,1,7,0.0008084959997596173,0.0013574399988407328,0.5956034892518866,0.5514401451392046,0.016188780346058085,True,30131,61,1239,2023-01-19,2026-07-29
shock_lag,direct_coin,1,7,0.0008199205288494838,0.0008379215506886331,0.9785170558934122,0.32781865991272674,0.016220272932979674,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,potential_max,1,7,0.00042146960978152193,0.00112587835292644,0.3743473783699782,0.7081458873719213,0.016178564905821147,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,potential_conservative,1,7,0.0005116884041066231,0.0011371045894990335,0.4499923831386999,0.6527159327529884,0.016182921861831345,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,realized_25,1,7,0.0007088420281355068,0.0009774316556518663,0.7252087898286532,0.4683239512543824,0.016199049491246842,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,realized_50,1,7,0.0005921720016095243,0.001054053503495634,0.5618045000995314,0.5742492257284266,0.01618814222126419,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,realized_75,1,7,0.0004964558689774682,0.0010985274674755734,0.451928498536617,0.6513204932008665,0.01618212660938112,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,realized_100,1,7,0.00042146960978152193,0.00112587835292644,0.3743473783699782,0.7081458873719213,0.016178564905821147,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,realized_category,1,7,0.00045868575810895703,0.0010832175704122077,0.42344748704030777,0.6719688044470706,0.0161808745173444,False,30131,61,1239,2023-01-19,2026-07-29
shock_lag,kill_count,7,7,0.0014724645742417324,0.002411633237166395,0.6105673746526397,0.5414860269902344,0.021284028223632068,True,29765,61,1233,2023-01-19,2026-07-23
shock_lag,direct_coin,7,7,0.0003960568605347711,0.0015848296223424795,0.249905008684387,0.8026608097325508,0.021265492155452148,True,29765,61,1233,2023-01-19,2026-07-23
shock_lag,potential_max,7,7,0.0005325297909850601,0.0020059946156475656,0.2654692025746796,0.7906480317567429,0.021266017284840455,True,29765,61,1233,2023-01-19,2026-07-23
shock_lag,potential_conservative,7,7,0.0006577710138462688,0.001970719305778923,0.333772045525421,0.7385515793382582,0.021268891126427047,True,29765,61,1233,2023-01-19,2026-07-23
shock_lag,realized_25,7,7,0.000485632803385191,0.0018116369926022735,0.26806297584353134,0.7886508441588276,0.02126617185155144,True,29765,61,1233,2023-01-19,2026-07-23
